NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26
20150752,B,A,B,C,A,C,B,D,D,A,D,A,D,C,A,A,B,C,A,A,B,B,A,A,D,C
20014590,B,A,C,C,B,A,B,D,B,A,D,B,B,D,C,A,A,B,A,D,B,A,C,B,D,C
10266815,D,B,A,C,C,D,D,A,A,C,D,B,C,C,B,D,C,B,C,C,B,C,C,C,D,D
19977989,B,A,B,D,D,B,B,A,A,C,D,C,A,C,A,A,C,C,A,D,A,B,A,B,A,A
5825271,A,D,C,B,B,B,D,B,C,C,B,C,A,A,B,A,D,C,C,C,A,C,C,A,C,A
5304729,B,A,B,B,B,A,C,C,C,A,B,B,B,B,A,B,B,B,A,A,A,B,A,A,B,B
5833614,C,A,C,C,B,D,C,D,D,C,D,B,B,D,A,A,A,B,B,B,B,B,D,B,D,B
5242530,A,B,B,C,C,A,D,A,A,C,A,A,B,D,A,B,C,B,B,C,A,B,C,C,D,B
19812961,B,A,C,B,B,B,D,B,A,A,A,A,B,B,A,D,A,B,B,D,B,A,B,A,A,C
3669978,B,A,A,C,B,B,D,B,D,A,C,A,D,D,A,B,C,A,D,C,B,D,D,A,A,C
3267344,B,B,C,C,D,C,B,B,D,A,A,A,B,D,B,B,A,B,A,B,A,B,C,A,A,C
6339145,A,B,A,B,B,C,D,D,A,A,B,B,B,C,A,B,C,C,A,A,A,C,A,C,C,C
2773246,B,B,A,C,C,D,B,C,D,C,D,B,B,D,A,A,C,B,B,D,B,B,A,A,A,D
7179555,A,A,C,A,A,B,B,D,B,A,A,A,B,A,A,B,A,A,A,C,A,A,A,A,A,A
19974262,C,A,C,C,B,D,B,D,C,D,C,B,B,A,B,C,A,C,A,B,A,D,A,D,A,B
20037459,B,A,A,A,B,D,C,A,C,A,A,A,A,C,A,B,D,A,A,D,B,C,B,C,D,B
19767590,C,A,C,C,A,A,B,D,B,C,D,B,B,A,A,A,A,A,B,C,B,A,A,A,A,C
20045629,B,B,B,B,A,C,A,B,C,A,A,A,B,B,A,A,C,A,A,A,A,A,D,A,A,C
6535738,C,A,C,C,A,A,D,D,D,A,B,A,B,C,A,B,A,B,D,D,B,A,A,D,D,C
1090034,C,A,A,C,D,A,D,B,C,D,A,D,C,C,B,B,B,C,B,C,D,C,D,B,B,D
6931943,D,D,B,A,B,A,D,B,A,B,C,D,B,B,A,A,D,C,D,A,A,C,B,B,D,A
6863523,C,A,B,C,A,D,A,D,B,C,D,B,C,D,A,C,A,B,B,C,C,B,A,A,D,B
3378674,B,A,B,C,A,A,D,D,D,A,D,B,B,B,C,A,B,B,B,A,A,D,A,B,D,B
6559736,A,B,C,A,A,B,C,B,C,D,C,C,A,A,C,D,A,D,C,A,D,C,A,B,A,C
20002759,D,D,B,A,C,C,D,C,C,D,C,B,B,C,D,D,B,B,A,D,B,C,B,C,A,C
10232625,A,C,D,B,C,C,A,A,B,A,B,B,B,B,B,D,D,B,A,A,B,C,D,C,C,C
3853427,C,C,C,A,C,D,B,D,D,C,A,A,B,D,A,A,A,B,D,B,C,B,A,A,D,C
7121330,B,A,D,C,D,D,B,B,A,D,D,B,D,D,A,B,D,B,C,C,B,A,C,D,A,A
6136969,C,A,C,B,B,D,D,D,D,C,D,B,B,D,A,A,C,B,B,B,C,B,A,A,A,B
19814000,A,C,C,C,C,A,A,D,B,C,A,B,B,C,A,D,A,A,A,B,D,B,C,C,D,B
5544377,B,A,A,A,C,D,D,A,B,C,A,A,B,B,A,A,C,A,B,A,B,B,A,A,A,C
6301854,B,B,C,A,B,C,D,D,A,A,B,A,B,C,D,A,B,C,B,D,A,B,B,B,A,C
5451872,B,D,B,C,C,B,C,A,C,C,B,C,B,C,B,C,B,C,C,D,A,C,B,C,C,D
2789978,C,B,A,C,A,B,A,B,C,B,A,D,A,D,A,A,D,D,B,D,B,B,D,B,D,A
20004408,A,B,A,A,B,B,C,A,B,A,D,A,A,C,C,D,A,C,D,A,B,A,D,A,D,A
5684072,C,A,C,C,D,A,A,D,D,C,D,B,B,D,A,A,A,B,A,C,B,B,D,A,A,B
6438270,C,C,B,D,B,B,C,D,D,C,A,D,B,C,D,B,B,B,B,D,B,B,C,A,C,B
3131230,A,D,C,B,C,C,C,B,A,C,A,C,B,B,C,C,D,B,D,B,C,C,C,C,D,B
20283705,A,C,A,B,C,D,B,B,D,C,B,A,A,D,C,C,C,B,B,A,A,A,C,A,C,C
5833231,C,A,D,B,A,B,D,D,B,B,D,B,A,D,A,A,C,B,C,B,C,B,A,A,D,D
7119659,C,A,B,A,C,B,D,C,C,D,B,C,B,B,A,A,A,B,B,B,C,B,A,A,D,A
19764991,C,B,D,C,D,A,D,B,B,A,B,A,B,C,A,A,D,B,B,B,B,B,D,C,B,B
19948825,C,C,C,B,B,B,D,B,C,C,B,C,B,A,C,B,A,B,B,D,C,D,A,D,C,B
6049738,C,C,A,D,C,A,A,B,D,A,C,B,A,A,B,C,D,C,C,C,D,C,D,C,D,B
19935290,B,A,C,B,C,A,B,B,B,A,B,A,B,A,A,A,A,A,B,B,A,A,B,A,A,C
6409721,B,B,A,A,D,C,D,D,D,C,A,D,C,A,A,D,C,C,B,A,D,D,A,D,C,C
4659969,B,A,A,A,A,B,B,B,A,A,A,A,B,A,A,A,B,A,A,D,A,D,A,B,A,A
7322698,C,A,C,A,C,D,C,D,A,D,D,A,A,D,A,A,B,B,B,D,C,A,A,A,D,A
5582154,A,A,C,C,A,B,D,C,D,C,D,B,B,B,B,B,B,B,B,B,C,C,B,D,D,B
19737575,C,D,B,A,C,A,D,B,D,D,C,D,B,B,B,A,B,A,C,B,B,B,D,B,D,B
19897078,B,B,B,B,C,C,D,B,D,D,B,D,D,D,B,C,D,C,B,D,C,A,C,C,B,C
19876316,D,A,B,B,A,B,B,B,B,C,B,B,B,C,A,C,C,B,C,B,B,D,D,A,A,A
19797460,C,A,C,A,A,B,D,C,B,A,D,B,A,C,C,C,D,B,A,A,B,A,C,A,B,A
6300079,A,D,D,C,B,D,B,D,D,D,A,A,B,A,A,A,D,C,D,D,A,B,D,C,D,A
19902212,B,A,A,C,A,A,A,B,C,A,A,A,B,A,B,D,D,A,D,A,A,A,D,B,A,B
5135906,C,D,A,A,B,B,A,A,C,C,B,C,B,B,A,C,D,B,D,C,C,B,A,A,D,B
20119258,B,B,A,A,B,B,B,B,A,B,A,A,B,C,A,A,C,A,B,C,B,B,B,C,D,B
19937593,C,A,C,A,B,B,C,D,B,D,C,A,C,A,B,D,B,B,B,D,A,A,A,A,A,C
6403794,C,A,C,C,D,D,D,D,D,C,D,A,A,A,A,A,A,B,B,D,C,B,A,A,A,C
4658754,B,C,A,C,B,B,A,A,B,D,A,A,B,A,B,C,D,A,B,C,A,D,C,C,B,C
7320529,D,B,B,B,A,C,A,C,C,C,C,C,A,D,D,A,D,C,B,C,A,C,D,A,D,C
19806635,B,C,A,D,A,C,C,A,A,C,B,A,A,D,B,C,C,A,C,A,B,D,D,B,C,B
5063029,A,D,C,B,A,A,D,D,B,D,C,C,D,C,C,D,C,C,D,A,B,C,C,D,C,B
19945262,D,B,A,B,B,C,B,D,D,C,B,A,B,B,C,C,C,B,D,A,B,D,D,A,D,B
6798129,B,A,B,A,B,B,B,A,D,D,B,C,C,C,A,A,A,B,B,B,A,A,C,D,D,C
19764072,C,A,B,B,A,B,A,B,C,C,A,B,C,B,A,B,D,D,C,A,B,A,B,A,D,C
4656734,A,C,A,C,A,D,C,C,A,A,B,B,A,B,B,A,D,B,B,C,C,D,A,A,B,D
19845621,B,A,B,C,C,C,B,B,B,A,B,A,B,D,B,B,B,B,D,A,A,A,B,D,D,D
6537191,D,B,B,A,B,C,D,C,B,D,C,D,A,D,C,B,D,A,B,A,D,B,D,A,D,D
19783676,C,C,C,A,A,B,B,B,B,B,C,C,C,A,B,A,D,B,C,B,B,C,C,D,B,A
20074163,B,C,A,B,B,B,C,B,B,C,A,B,C,C,C,B,C,A,C,A,B,B,B,A,C,A
19951063,D,B,D,B,A,C,A,B,B,D,C,B,B,A,B,A,C,A,B,A,C,C,B,C,A,B
20074607,C,B,D,B,B,C,D,C,C,C,B,B,B,B,B,A,D,C,C,A,A,B,D,B,D,B
19873034,B,B,A,D,A,C,A,D,D,D,B,A,B,A,C,A,B,B,B,B,A,A,D,D,A,C
19819847,B,A,C,A,D,A,A,D,A,D,B,B,A,C,A,C,C,B,A,B,C,A,A,D,C,C
4801317,D,B,B,C,C,D,C,C,A,C,D,C,B,A,A,A,C,B,B,C,C,B,A,B,C,C
20207210,D,C,A,A,B,A,D,B,A,A,A,A,A,A,D,D,D,B,A,D,A,D,C,D,D,C
19796998,A,A,C,B,D,B,C,C,D,A,C,A,A,A,A,C,B,A,B,A,D,D,B,A,A,D
19939063,B,B,A,C,B,B,A,B,D,D,A,A,B,B,B,A,C,A,A,A,B,B,B,B,C,B
20074702,D,D,D,C,A,B,C,A,B,B,C,B,B,A,A,D,B,D,D,C,A,D,A,D,D,B
4115712,C,C,C,C,A,D,B,D,B,C,D,B,A,D,A,A,D,B,B,B,C,B,A,A,D,D
3855595,B,A,B,A,B,B,C,A,B,A,A,A,B,A,A,C,B,C,A,C,A,A,C,A,A,B
19906553,D,D,C,B,A,B,B,D,B,A,C,A,D,C,D,C,D,A,D,C,C,C,C,A,D,B
5013148,B,A,C,C,C,C,B,B,D,C,B,A,B,A,A,C,C,C,A,B,A,C,B,A,D,C
19938971,B,C,C,B,C,C,B,B,C,A,A,A,C,B,A,B,A,A,B,A,B,D,C,A,C,A
20098617,C,A,D,A,D,A,D,A,A,A,D,A,A,A,A,D,D,B,A,A,C,B,D,A,A,B
5875065,A,B,B,A,D,A,A,B,B,A,B,C,B,A,A,A,A,A,A,B,A,D,A,C,A,B
10195619,C,C,C,B,D,A,D,C,B,C,C,D,A,B,C,B,B,A,B,B,A,C,D,B,B,B
4602940,B,A,D,D,A,C,D,D,C,C,A,C,B,D,A,A,D,C,D,D,B,B,C,B,B,B
19721330,C,A,A,C,A,D,D,D,B,C,D,B,B,D,A,A,C,B,C,B,C,B,A,A,D,B
2934871,B,A,A,B,B,C,D,B,A,A,C,B,B,B,A,A,C,B,A,B,A,B,B,A,A,C
20082741,C,A,B,C,A,A,D,D,D,A,D,A,B,D,A,A,A,B,D,A,A,B,A,A,A,C
19902687,C,A,A,C,A,C,D,D,D,A,D,A,B,B,A,A,A,B,A,D,C,A,C,A,D,C
19919203,D,D,C,A,B,D,B,A,B,D,B,A,D,B,A,B,D,B,C,A,A,D,A,C,D,D
6653539,B,A,D,D,C,A,A,D,D,C,D,B,D,C,B,C,B,C,A,B,D,D,C,C,C,A
19744732,D,C,C,B,A,C,A,C,B,C,B,C,B,B,B,B,C,C,B,B,C,B,D,B,C,A
20257029,A,A,D,C,D,A,B,C,C,C,D,A,A,B,B,A,A,A,B,A,B,A,A,A,D,B
19771046,C,A,C,C,A,B,B,D,A,C,D,A,B,D,A,A,A,B,B,A,C,B,A,A,A,C
3983271,B,B,A,A,B,B,B,C,D,C,C,D,A,C,B,A,A,A,B,A,A,D,C,B,A,C
20002708,C,A,D,C,B,A,D,D,D,D,D,A,A,D,B,A,A,B,A,B,D,C,A,A,C,C
3557535,C,B,A,C,B,D,B,B,B,A,D,A,B,C,A,B,A,C,A,C,A,B,A,A,A,D
7321971,B,D,B,B,C,C,B,C,A,A,B,B,A,C,B,B,B,B,C,B,C,D,C,C,B,A
19790940,C,A,C,C,B,B,B,B,B,D,C,C,A,C,A,B,A,B,A,D,B,B,A,A,A,B
10269711,C,B,C,C,B,C,B,D,D,C,D,A,C,D,B,C,B,B,A,B,A,A,A,A,A,C
3387972,B,D,B,B,B,B,C,B,D,D,B,B,C,B,A,D,B,C,A,B,C,C,A,B,B,C
5685343,B,A,B,B,A,D,B,B,D,C,D,D,D,C,A,C,A,B,B,D,A,C,C,B,D,C
6537040,C,A,C,D,B,D,C,D,D,C,D,B,A,D,A,A,A,B,B,D,C,B,A,A,D,D
20328361,C,A,A,C,A,C,D,D,D,C,D,B,B,A,A,A,C,B,A,B,B,C,A,A,D,A
2468574,C,A,A,C,A,C,D,D,D,C,D,B,C,B,A,A,C,A,A,B,B,B,A,A,D,B
2293407,C,A,C,A,D,D,A,D,A,C,D,B,B,D,A,A,A,B,A,A,C,B,A,A,A,C
19758900,A,A,D,C,B,A,A,B,C,A,D,B,C,C,C,C,B,D,B,B,B,B,D,B,A,C
19976149,A,C,B,B,C,B,A,C,B,B,A,C,C,C,C,C,C,C,C,A,C,D,B,B,B,C
7090158,C,A,D,C,B,C,D,D,B,C,D,B,B,D,A,A,A,B,B,B,C,B,A,A,C,C
19800135,B,A,C,C,B,B,C,B,B,D,D,A,C,C,D,B,C,A,B,D,C,A,C,B,D,C
19945126,C,A,C,D,C,A,B,C,C,A,D,B,B,D,A,C,B,B,A,B,B,B,A,A,D,C
19902112,D,D,B,B,A,C,D,A,D,B,B,A,C,A,A,C,D,B,A,A,A,D,C,D,B,B
5543217,B,A,D,D,D,C,D,D,C,D,D,D,B,D,A,B,A,A,D,A,A,A,C,A,D,B
4987702,B,A,A,A,B,A,C,B,B,B,B,A,C,A,A,C,D,A,A,A,D,C,D,B,A,D
7295227,C,C,B,C,D,B,D,B,D,A,D,A,B,C,D,B,D,A,D,D,D,D,A,C,D,A
6412547,B,B,A,C,B,D,C,A,D,C,B,A,B,D,C,A,A,B,A,A,A,D,C,B,A,B
19888889,B,A,A,C,C,A,D,B,D,C,C,B,A,C,D,C,C,B,D,A,A,A,B,C,D,B
6871839,D,B,C,C,C,C,D,B,D,A,D,C,C,B,B,A,D,A,B,C,A,C,D,B,A,C
19746167,B,A,A,A,B,B,D,B,B,A,C,A,B,D,A,D,A,A,A,D,A,A,A,C,D,C
19949260,C,A,C,D,A,D,B,D,D,C,D,A,B,C,A,A,A,B,A,D,A,A,A,A,D,C
19722029,B,C,B,C,B,C,B,A,D,A,C,C,B,B,B,C,B,B,C,B,B,A,B,C,A,B
4366821,B,A,B,B,D,C,B,B,A,D,B,A,B,B,A,D,B,B,C,A,D,A,A,D,C,B
19952097,C,A,C,C,B,B,A,D,A,C,D,B,A,C,A,A,A,B,C,B,B,B,A,A,D,B
5068578,B,A,A,D,A,B,B,B,D,C,C,C,A,B,A,D,C,B,A,C,A,D,C,D,D,C
4703971,D,A,A,B,C,A,D,A,A,C,B,C,C,A,D,D,C,A,C,A,D,A,C,B,A,D
2955455,C,A,C,C,D,B,A,D,B,C,C,B,A,A,A,A,A,B,B,D,B,B,A,A,C,D
20284465,A,B,A,A,C,B,B,A,B,A,C,A,B,A,B,B,B,C,A,A,A,B,B,B,A,A
19749495,A,D,A,A,B,A,C,C,C,B,B,B,A,D,B,C,D,D,D,B,B,C,D,D,A,A
19785154,D,B,C,A,C,C,A,C,A,C,A,B,B,B,B,D,B,B,A,A,B,B,B,B,B,A
19753048,B,B,C,B,C,B,C,B,C,C,B,A,B,B,D,B,C,B,A,A,B,B,C,D,D,B
4658165,C,B,D,C,B,C,C,C,B,B,C,A,B,C,C,B,B,B,C,A,C,B,B,A,D,B
6726844,D,A,D,D,B,C,D,C,B,B,C,B,B,A,C,D,C,A,A,A,A,A,C,A,A,C
5012803,C,D,C,C,B,D,D,D,B,C,B,A,B,A,A,A,A,B,B,D,B,B,C,A,A,C
3297161,B,A,C,D,B,D,B,B,D,A,A,A,A,D,A,D,A,B,B,B,B,B,C,D,D,C
6867809,A,A,C,B,B,A,D,B,A,C,B,A,B,D,A,B,C,A,D,A,A,B,A,B,A,B
6868815,C,A,C,A,B,C,B,C,B,C,D,B,C,D,A,B,A,B,A,A,A,A,A,A,A,D
19929934,B,D,C,C,C,C,C,C,B,D,D,A,B,C,D,B,D,A,A,C,C,C,D,B,C,B
19797021,B,C,B,C,A,B,D,A,B,A,A,D,A,C,B,D,A,A,B,A,A,A,C,C,A,C
5752682,C,A,C,C,C,B,C,D,C,C,D,A,C,C,C,A,A,B,A,D,C,B,C,A,A,C
19736155,C,A,C,C,A,C,A,D,D,B,D,B,C,D,A,A,A,B,D,D,D,B,A,A,D,C
3072345,D,A,B,B,A,B,D,A,B,D,D,A,A,D,D,A,A,B,D,A,D,D,D,C,C,D
4961899,D,B,B,B,C,A,B,A,D,B,A,B,A,B,A,A,C,A,A,B,A,A,D,B,B,A
2262886,B,A,A,C,C,B,D,A,B,C,B,A,A,B,D,D,A,B,A,A,B,D,A,B,B,B
19733480,A,A,B,C,A,D,D,B,D,C,B,A,A,B,B,B,A,A,A,C,A,D,A,A,D,B
20204155,B,A,B,C,A,B,D,A,D,A,B,A,C,B,A,B,D,D,A,A,A,D,C,B,A,C
19903324,C,A,C,C,D,D,B,D,C,B,D,B,A,C,B,B,A,B,A,D,B,B,A,A,C,C
19841981,C,A,B,D,C,A,D,A,D,C,D,C,B,A,A,B,A,B,A,A,A,A,D,A,D,C
6045186,C,A,D,D,B,C,C,D,C,C,B,A,A,B,C,A,C,A,A,B,B,D,A,C,B,D
2686667,C,A,C,D,A,A,D,D,A,D,D,D,C,A,B,C,A,B,B,D,A,C,C,A,B,B
19758839,C,A,B,A,A,B,D,A,B,B,A,B,B,B,C,C,B,C,A,B,B,D,B,B,B,B
19813004,B,A,A,A,B,B,D,B,D,B,B,A,B,A,A,C,B,B,B,D,B,A,A,A,B,A
3669106,D,B,D,C,A,D,C,C,D,B,A,B,C,D,B,C,B,A,A,D,C,D,A,D,D,A
19732620,B,C,C,D,B,A,A,B,C,C,C,B,B,C,A,C,C,D,B,C,B,A,C,B,B,B
19720771,C,A,C,C,A,B,C,C,B,D,A,D,A,B,C,A,C,B,B,A,A,B,C,D,D,B
5063025,A,B,A,B,B,B,A,B,C,B,A,A,C,B,A,A,C,A,A,A,A,B,B,C,A,C
7360415,C,B,D,D,C,C,A,C,B,D,D,A,B,D,A,A,C,A,C,D,C,D,C,C,D,C
6655233,A,A,A,C,A,B,C,A,A,A,A,A,B,C,A,C,A,A,C,B,C,D,A,A,B,D
5023313,B,A,D,B,B,C,D,A,B,A,B,A,B,B,C,B,A,A,C,B,B,A,C,A,A,C
19890190,C,A,B,C,A,D,B,D,D,C,D,B,B,D,A,A,A,B,B,B,C,B,A,A,C,C
19970366,C,A,C,C,B,C,D,D,D,C,C,A,B,C,D,C,A,B,A,B,B,B,A,A,D,C
5821421,B,B,A,B,B,B,D,A,B,A,A,C,B,B,A,A,A,B,D,A,B,B,B,C,B,B
6406937,B,B,B,D,B,B,D,B,B,C,C,A,B,D,A,C,C,C,B,D,B,C,B,C,D,B
20162335,B,D,B,A,C,D,B,C,A,C,B,C,A,B,A,C,B,A,A,C,B,D,D,A,A,C
3170316,D,A,A,C,A,D,D,D,D,A,D,A,A,C,A,A,C,C,A,D,B,C,C,B,D,C
19722115,D,B,C,D,B,C,D,C,D,C,D,A,B,B,C,B,A,B,C,C,B,B,A,A,D,C
19725163,C,A,A,B,D,B,D,A,D,C,A,A,B,D,A,C,C,B,A,A,A,A,B,C,A,A
19738369,D,A,A,A,B,B,B,B,D,C,A,D,B,C,C,D,B,A,C,A,A,D,C,A,C,A
19955556,C,A,C,C,B,C,A,D,B,C,D,A,B,C,A,A,A,A,D,C,B,A,A,A,A,B
5452442,B,C,B,D,B,B,C,D,D,B,B,C,B,A,A,B,C,A,B,B,C,B,B,B,C,B
10237641,A,D,B,B,B,A,B,B,A,B,B,A,C,A,A,C,C,B,C,D,B,A,B,B,B,C
19942174,C,A,C,C,C,A,D,C,D,C,D,B,B,A,A,A,C,B,A,D,A,B,A,A,D,C
6692322,B,B,A,A,C,A,B,B,A,A,A,A,A,D,A,B,C,A,B,A,B,D,A,A,A,A
19721979,D,A,A,D,C,B,C,C,C,D,C,A,C,A,A,A,A,B,C,D,C,C,A,A,B,B
19925285,B,A,B,A,B,C,C,B,B,A,C,C,A,D,A,C,C,B,B,A,B,A,A,A,A,C
19827163,A,A,D,C,B,C,A,A,A,B,B,D,A,B,C,C,A,B,C,C,C,C,D,C,B,C
20074873,B,A,A,D,A,C,A,C,C,A,C,A,D,B,D,A,D,C,C,B,B,D,D,C,D,C
5036805,C,A,C,C,A,A,B,D,D,C,D,B,C,B,A,A,A,B,A,B,A,B,A,A,D,C
19733638,C,A,C,C,D,A,A,D,A,C,C,B,B,A,A,D,A,A,A,A,A,C,C,A,A,D
19850277,B,B,D,A,D,C,B,D,B,A,A,A,A,A,A,C,C,C,B,B,B,B,A,A,A,A
6898483,D,C,D,A,B,A,C,C,A,D,A,C,B,A,A,A,C,B,A,D,B,A,D,C,B,A
5579491,B,A,A,B,B,B,B,B,B,B,A,A,B,A,B,A,B,A,B,B,B,B,B,B,B,A
6046652,C,A,C,C,A,C,B,D,C,C,B,B,A,A,A,C,A,B,B,A,D,C,A,A,D,B
19879268,C,A,C,C,D,B,B,B,B,C,D,C,A,B,B,A,A,B,C,C,B,C,B,B,D,C
6049450,B,B,B,B,C,D,D,B,D,A,B,C,C,B,B,B,B,D,B,A,B,A,D,A,D,C
19741452,C,A,A,D,A,A,B,D,D,C,C,A,B,D,A,A,A,B,A,D,C,B,A,B,D,C
20011271,C,A,D,C,A,D,B,C,D,C,B,D,A,C,A,C,B,B,C,C,B,B,B,A,D,A
6554975,C,A,A,C,B,D,B,B,C,C,B,D,B,B,A,B,C,B,C,C,A,B,C,A,A,B
19904471,C,A,B,A,D,D,B,C,D,C,D,B,B,A,A,A,A,B,C,C,B,B,A,A,B,C
19839417,A,B,B,C,C,C,B,D,B,D,C,B,C,D,C,C,B,B,B,A,A,D,C,C,C,A
58265339,B,B,A,C,B,C,D,A,D,C,A,A,B,D,C,D,D,C,B,A,B,C,D,C,B,B
6653555,B,C,B,C,B,A,B,B,D,D,B,D,C,A,C,C,C,B,A,A,C,C,A,C,C,B
19996448,B,A,D,C,A,D,D,C,D,C,C,B,B,C,A,A,A,B,A,D,C,C,C,A,D,D
19880121,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
5451923,D,D,B,A,A,A,A,A,A,A,A,D,A,A,A,A,D,A,A,A,B,A,A,A,D,A
7320054,A,D,A,A,B,D,D,D,D,B,A,C,C,A,B,D,C,C,A,C,C,D,C,C,D,A
20058341,A,A,A,A,A,B,C,D,B,A,B,A,A,A,B,A,B,A,B,D,A,C,C,A,A,C
19940823,A,A,C,C,A,A,D,B,D,C,D,B,B,B,C,A,D,B,B,B,C,B,D,C,D,C
5584080,C,A,C,A,B,D,C,D,B,C,B,B,B,B,A,A,C,B,D,B,C,B,A,A,B,A
20077903,C,B,C,C,A,C,C,D,C,D,C,A,C,D,C,C,C,A,A,D,C,C,B,D,D,B
20046645,C,B,C,B,B,B,B,D,B,A,A,B,C,A,A,C,A,B,A,A,B,B,C,B,A,C
5868996,B,A,D,C,D,B,B,C,B,C,C,B,A,D,D,D,D,B,B,D,D,B,C,A,D,C
20323744,B,D,A,C,B,B,B,C,D,C,C,A,A,B,B,C,C,C,A,D,D,B,B,B,D,C
19930946,D,B,C,C,C,C,D,D,C,B,B,C,B,B,C,D,C,A,C,B,B,B,C,C,D,D
4768215,B,C,C,C,A,D,A,C,B,C,B,B,B,B,D,A,C,B,C,A,B,B,C,A,B,C
4983800,C,B,C,C,B,C,C,C,C,A,D,A,C,B,C,D,D,C,B,C,C,C,D,B,C,C
4700795,C,A,D,C,A,D,B,A,D,A,A,A,B,C,D,C,A,B,A,D,A,A,B,A,D,C
19760828,C,B,B,C,A,B,D,B,B,B,B,B,B,C,C,D,B,C,A,A,A,B,D,A,D,C
5208025,B,B,A,B,B,D,A,A,D,B,D,B,B,D,B,B,B,A,B,C,C,C,A,A,A,A
19914719,B,A,C,D,A,C,C,A,D,B,C,A,B,D,C,C,C,B,B,B,C,B,B,C,B,A
5068569,D,D,B,C,B,D,B,A,D,B,C,D,B,A,A,C,B,B,A,A,A,A,D,C,C,A
19973319,C,A,C,C,A,D,B,D,D,C,A,B,B,B,A,C,A,B,B,D,D,D,A,A,D,A
19937594,C,D,B,D,A,D,C,A,C,B,C,D,D,C,A,A,B,B,D,D,B,B,A,A,C,A
19733183,C,A,B,B,C,B,C,D,D,A,B,D,C,D,D,B,D,A,C,C,A,D,A,A,D,B
20143737,B,A,A,D,A,B,B,A,B,B,B,A,B,D,A,C,A,B,A,D,A,A,A,C,A,C
19983213,D,A,A,D,A,A,C,D,D,D,C,B,C,B,A,D,C,A,C,A,B,B,C,B,A,C
6954881,C,C,B,B,D,C,D,C,C,B,B,A,D,A,C,C,B,C,B,C,B,B,D,C,A,C
19880117,C,A,B,B,A,C,C,D,D,A,D,C,A,B,A,A,A,D,B,A,A,B,A,B,D,C
20345473,B,A,C,A,A,B,C,A,A,C,D,B,B,C,A,A,A,B,B,A,D,B,D,A,D,A
20143708,B,A,B,C,A,C,B,B,B,D,B,A,B,B,B,C,C,C,A,D,B,A,C,A,C,B
19980053,C,A,B,D,B,A,A,B,C,A,A,B,B,B,A,A,B,A,D,A,B,C,C,A,C,B
19979264,B,A,A,B,A,B,A,B,D,A,B,A,A,A,A,C,D,B,A,A,B,D,A,A,A,C
5449517,B,B,B,D,B,C,B,A,B,D,A,A,C,A,B,C,C,C,A,A,A,A,D,C,A,C
6872170,C,A,B,C,A,B,D,D,B,C,D,B,B,C,A,A,B,B,D,A,C,A,A,A,A,C
20363472,B,A,D,B,D,C,A,A,B,B,B,C,C,D,A,A,C,A,B,D,A,B,C,B,A,D
3245745,B,A,B,D,D,B,D,B,D,D,B,D,A,D,C,A,D,A,A,D,B,C,C,D,C,A
19934708,C,A,C,B,B,C,D,C,C,B,C,B,A,D,A,B,A,B,C,B,C,B,A,A,A,C
20060595,D,D,C,A,A,D,D,D,B,C,D,A,B,D,A,A,A,B,B,D,A,B,A,A,A,C
2955690,B,A,A,D,C,B,D,A,D,C,B,D,B,D,C,D,C,A,A,D,C,C,C,B,D,C
6898614,D,A,A,B,B,C,D,B,B,C,C,A,A,D,A,A,D,C,C,A,C,B,C,C,D,C
19981700,D,B,C,B,C,C,A,B,B,C,C,A,B,C,A,D,C,A,D,A,C,D,B,B,A,A
19942413,D,D,C,C,A,D,A,B,D,D,B,A,B,D,B,C,C,B,D,B,A,A,D,D,C,B
6867810,C,B,A,A,B,B,A,A,B,B,A,C,D,D,C,B,D,A,D,D,C,C,A,D,B,C
6080183,C,C,C,C,B,B,D,C,C,C,B,B,B,B,B,D,C,C,C,D,B,D,B,C,B,C
7179565,D,B,B,B,C,C,A,D,B,C,D,A,C,D,B,A,C,C,B,A,A,D,C,C,A,A
19749310,C,C,B,C,A,B,A,B,D,B,D,C,C,C,B,B,B,C,C,C,C,D,B,C,A,A
2693215,C,A,B,B,A,A,D,D,B,D,B,C,A,A,B,A,C,A,C,B,A,A,C,C,B,A
19997325,B,A,D,C,C,B,A,B,B,C,A,C,C,C,A,A,A,A,A,A,A,B,C,A,D,B
4116849,A,B,A,C,A,B,D,A,C,B,C,A,B,C,C,B,A,C,D,D,C,C,D,A,A,C
20041671,A,A,B,A,B,B,D,B,B,C,B,A,B,A,C,A,A,B,C,A,A,A,C,D,A,C
853982,A,C,C,D,B,C,D,A,A,D,A,C,A,C,C,D,D,C,C,B,C,B,C,B,D,D
5005025,C,C,C,C,B,A,C,B,A,B,B,A,A,A,A,B,B,A,B,A,B,B,A,B,B,A
7179564,A,C,A,A,A,C,B,C,D,D,A,C,C,A,B,B,C,A,B,B,A,A,A,A,D,A
