NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26,G2-MAT27,G2-MAT28,G2-MAT29,G2-MAT30,MATEMÃ_x0081_TICA Y DATOS,contar
20262174,A,D,A,A,A,A,A,A,D,C,D,D,A,B,D,A,C,B,A,B,A,A,A,C,B,D,C,A,D,A,13,30
20405204,D,D,D,B,A,C,D,A,B,A,D,D,C,C,A,A,B,C,A,B,A,B,C,C,A,A,D,A,C,A,18,30
20222037,B,D,C,B,B,B,B,C,A,B,D,D,D,B,B,B,C,A,A,C,B,D,B,D,A,A,D,A,D,D,6,30
20262189,D,D,A,A,B,A,A,A,B,B,B,C,D,A,C,B,A,B,B,B,A,A,A,B,B,D,B,B,B,A,11,30
10055513,B,A,C,D,B,A,A,C,A,C,C,D,B,B,A,C,B,A,A,B,B,A,A,A,B,B,A,A,C,C,11,30
10091444,C,B,C,C,B,B,B,C,C,C,C,B,B,B,C,B,A,B,C,D,B,B,B,B,B,C,C,B,B,D,7,30
20250902,D,A,B,A,C,C,A,D,C,D,C,A,A,C,B,C,A,A,D,A,A,A,A,C,A,A,A,D,A,A,9,30
10053415,D,C,B,A,A,C,C,A,C,C,D,A,B,A,B,B,C,D,A,B,B,A,C,B,C,B,A,C,C,C,9,30
10053240,A,D,C,B,A,A,C,A,A,C,C,D,B,B,B,A,A,B,D,C,A,A,A,B,A,C,A,A,A,A,13,30
10053206,C,A,A,D,C,B,A,B,D,A,C,C,C,A,D,D,C,B,D,D,A,B,D,B,B,C,A,A,B,A,10,30
10266561,D,A,D,D,A,C,D,C,D,A,B,A,A,B,D,C,C,D,A,C,B,C,A,B,C,C,B,A,D,B,5,30
10053539,D,C,B,C,D,D,C,B,D,C,C,C,D,D,D,B,C,D,A,C,C,D,C,D,B,D,D,C,D,D,6,30
20366983,B,A,B,A,D,D,C,B,C,A,D,C,C,B,D,D,C,A,C,C,A,B,D,C,B,B,D,C,D,D,4,30
10092450,D,D,A,D,B,A,B,A,B,A,C,D,B,B,B,A,A,D,A,B,A,B,C,A,A,C,D,A,D,C,19,30
10054475,D,B,B,C,A,A,C,D,C,B,D,D,C,A,A,B,C,C,A,B,C,B,C,C,A,C,B,A,B,C,13,30
10053503,C,C,B,C,B,B,B,C,C,C,D,C,C,B,B,A,B,C,A,C,B,C,C,C,C,B,C,B,D,C,7,30
10054039,C,C,B,C,C,C,D,D,B,C,B,C,B,C,C,A,C,B,A,C,D,C,B,B,C,C,B,B,C,D,9,30
10053416,B,C,A,C,C,A,B,A,C,C,C,B,C,A,B,B,D,A,B,B,B,C,C,B,D,B,C,A,B,D,10,30
20261993,D,C,A,D,B,D,D,C,C,C,A,C,B,A,D,D,C,A,D,D,C,B,C,D,D,D,B,A,A,B,7,30
10054363,A,C,C,C,D,A,C,D,C,A,B,A,D,C,A,A,C,A,A,C,D,A,B,B,C,B,A,D,C,C,7,30
10055407,C,C,D,A,C,A,B,B,A,A,C,D,C,A,B,A,A,B,A,D,B,B,D,B,A,D,D,C,D,C,10,30
10054273,B,B,D,A,A,A,D,D,A,B,B,A,D,B,D,A,A,C,A,A,D,A,A,D,D,A,A,B,B,B,5,30
10054624,A,D,D,A,B,A,C,C,A,A,C,D,C,B,C,B,C,B,A,C,B,A,C,A,B,B,D,C,A,A,7,30
10091103,B,C,D,B,A,D,D,B,C,B,B,B,C,B,B,B,B,D,C,C,D,C,B,B,A,D,C,A,C,B,4,30
20073865,B,D,A,C,A,D,A,B,D,A,B,D,B,B,B,A,A,A,C,D,A,A,A,C,B,B,B,A,A,A,8,30
10266560,B,B,B,D,A,B,A,D,A,B,A,A,C,A,C,B,A,D,D,A,A,A,B,B,B,A,A,A,D,B,4,30
10055230,D,C,B,A,D,C,D,D,B,D,C,C,D,A,C,B,B,D,C,C,B,B,B,B,C,C,B,B,D,B,6,30
20341504,B,B,B,B,B,A,C,C,B,C,C,D,A,B,A,B,B,B,A,B,A,B,C,C,A,C,B,A,B,C,19,30
10091911,D,D,C,A,D,A,B,C,B,B,C,B,B,B,C,B,B,C,B,B,A,A,B,C,C,C,D,A,D,C,14,30
10090447,A,D,C,B,B,D,D,A,B,D,C,D,D,B,A,A,C,D,A,A,B,D,A,B,A,B,A,A,D,D,10,30
10090076,D,D,A,A,B,A,A,A,B,B,C,B,B,B,D,A,B,D,A,D,A,B,C,D,A,C,D,A,C,C,20,30
20073956,C,C,D,B,D,A,A,D,B,B,A,B,B,C,C,B,B,A,D,D,A,A,B,B,B,D,C,C,C,B,8,30
10090424,C,C,C,C,B,C,D,C,B,B,B,B,B,B,C,C,B,B,A,D,C,C,B,C,B,A,B,C,B,B,7,30
10091938,D,D,A,B,B,D,C,D,B,A,C,D,B,A,B,B,C,A,A,C,D,A,A,C,B,A,C,B,B,D,10,30
10090707,D,D,C,A,B,A,D,C,C,B,C,B,B,A,B,A,B,A,A,B,A,C,C,C,B,A,B,A,B,B,14,30
20073975,C,C,D,A,A,B,D,D,B,A,B,D,D,A,B,B,B,D,A,C,C,A,A,B,A,A,D,C,A,B,5,30
10092757,D,A,B,D,A,B,B,A,B,D,C,C,C,B,B,D,B,A,B,D,D,C,B,D,C,D,A,D,C,C,6,30
10091287,A,D,A,A,B,B,A,A,A,A,C,D,A,B,A,A,A,A,B,A,A,B,C,B,A,A,A,C,A,A,11,30
20313164,D,D,A,B,C,A,B,A,B,A,C,A,B,C,D,A,B,D,C,B,A,B,C,C,A,C,D,A,D,C,24,30
10024797,A,C,C,C,A,C,B,C,C,C,B,C,C,C,D,C,C,C,B,A,D,C,C,C,C,C,A,A,C,C,7,30
10023870,D,D,B,A,A,A,D,A,D,A,D,A,D,A,C,A,A,D,A,B,A,A,C,C,B,C,B,A,D,C,14,30
10023563,D,D,C,A,D,A,A,B,B,A,C,D,D,B,D,A,D,D,A,B,A,A,C,C,B,C,D,A,B,C,17,30
20256489,D,D,A,A,D,A,A,A,B,B,B,A,C,A,D,A,A,C,A,D,B,A,C,C,B,C,D,A,D,A,15,30
10191100,A,D,A,A,A,A,D,A,B,A,D,D,B,B,A,A,C,A,A,B,A,B,C,A,C,B,B,C,C,A,13,30
10023514,C,D,D,A,B,C,D,C,B,A,C,A,B,B,A,A,B,B,A,D,A,B,C,C,A,B,B,C,B,B,16,30
10025928,A,A,A,A,B,C,C,B,B,B,B,C,B,A,A,A,A,B,A,A,B,B,B,B,A,B,B,D,B,B,10,30
10078718,B,D,D,A,A,A,B,A,C,B,C,D,B,B,A,A,A,D,A,B,A,D,C,C,A,A,A,A,B,C,16,30
20033012,B,B,D,A,A,C,D,A,C,B,D,D,C,B,A,A,B,D,A,B,A,D,B,C,A,B,A,B,A,D,9,30
10079577,C,A,B,A,B,A,C,C,A,A,B,D,B,A,A,A,A,A,A,A,B,A,B,B,C,B,A,B,C,B,5,30
20262127,B,D,B,B,A,D,A,D,B,B,A,A,B,C,B,A,D,C,A,B,A,C,C,C,A,A,D,A,B,B,17,30
10024454,B,A,A,A,A,A,D,B,B,A,D,D,B,C,B,A,B,D,A,B,A,B,D,C,A,A,D,A,D,B,15,30
10024272,D,D,A,A,A,A,A,A,D,C,D,A,B,B,B,A,B,D,A,B,C,B,C,C,A,C,A,A,B,C,21,30
10024772,D,D,A,B,A,A,D,A,B,B,D,D,B,B,A,A,B,D,A,B,A,A,C,C,A,C,A,A,A,C,20,30
10078506,A,A,C,A,A,D,A,A,A,A,C,D,B,A,B,C,D,B,A,B,A,A,C,C,B,C,D,A,B,C,15,30
10025187,D,D,A,B,A,A,A,A,B,B,C,D,B,C,B,A,B,B,A,B,A,A,C,C,A,C,D,A,B,C,25,30
10024667,B,D,A,C,B,A,A,A,B,A,C,D,D,C,A,A,B,B,A,B,A,B,D,A,A,B,B,D,A,D,17,30
10025878,D,C,A,A,A,A,B,A,B,A,D,D,A,A,B,A,A,C,A,D,D,A,D,B,B,A,D,B,D,C,9,30
20135230,D,D,A,A,C,C,D,A,B,D,C,A,B,B,A,A,B,B,A,B,A,B,C,C,A,C,B,A,B,C,24,30
10047075,A,D,C,A,D,B,A,B,B,A,C,D,C,B,D,A,B,B,A,B,C,A,C,C,B,B,D,D,A,C,13,30
10081250,D,D,A,A,A,A,A,A,D,C,D,A,B,B,B,A,B,D,A,B,D,B,C,C,A,C,A,A,B,C,21,30
10078440,D,D,D,C,A,A,D,A,C,A,C,C,D,A,B,A,D,D,A,D,D,D,A,C,A,B,C,C,C,B,9,30
10078501,C,A,A,D,D,A,A,D,A,C,B,B,B,C,A,C,C,D,C,A,D,A,C,B,B,C,B,B,D,A,9,30
10079837,A,B,A,A,D,A,B,A,D,A,D,D,B,A,B,B,B,D,A,B,A,B,A,B,D,A,D,A,C,B,11,30
10080854,D,B,C,A,A,A,C,C,A,C,B,A,C,A,D,A,A,C,B,B,A,A,A,B,A,A,A,A,A,A,9,30
10079632,D,C,A,D,A,A,C,A,D,C,B,A,D,A,A,B,B,C,C,C,D,C,A,B,C,C,A,A,C,B,10,30
19797260,A,B,A,D,A,A,C,C,A,A,A,C,B,A,A,A,A,D,A,A,B,A,C,B,A,A,A,A,D,A,9,30
19797423,D,B,A,B,A,A,A,B,D,A,C,D,B,B,D,B,B,D,A,A,A,A,A,C,C,C,A,D,C,B,12,30
10191436,D,D,D,B,B,A,A,A,B,D,C,A,B,C,A,A,C,D,A,B,A,B,C,C,A,C,D,A,B,C,25,30
10078470,A,A,A,A,A,A,A,A,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,A,A,C,B,A,A,A,13,30
20035329,B,B,A,B,A,B,B,D,C,C,C,B,B,B,C,B,A,C,B,C,B,B,C,C,D,B,A,B,C,B,8,30
10079067,D,D,A,A,B,A,C,C,C,A,D,B,B,B,A,A,B,A,A,B,A,B,A,C,A,D,A,C,C,C,15,30
10081133,C,B,D,B,A,B,A,A,D,A,A,D,C,A,D,B,B,B,A,D,A,B,C,B,B,C,A,B,C,D,10,30
10037187,D,D,A,A,A,A,A,A,B,B,C,D,D,B,A,A,B,D,A,B,A,B,C,C,A,C,D,A,B,C,23,30
10100044,B,D,D,B,B,C,A,A,A,A,C,A,A,A,B,B,A,D,A,C,B,A,D,C,B,B,A,B,B,D,9,30
20135481,C,C,C,C,A,C,B,A,B,C,C,D,B,B,B,B,C,B,A,B,D,C,B,D,C,D,B,D,A,C,9,30
20260655,D,B,C,B,B,C,C,C,D,B,A,C,C,C,A,D,A,C,A,A,B,B,C,D,C,A,C,C,A,A,7,30
20072620,D,B,A,B,D,A,A,C,A,C,C,D,D,C,A,D,B,B,A,B,A,B,C,A,A,A,D,C,C,C,19,30
20336238,A,A,A,C,A,A,A,A,B,B,B,D,B,A,C,D,B,B,B,A,A,B,B,B,A,C,B,B,C,C,13,30
20067246,C,C,B,B,B,A,B,C,B,A,B,B,B,B,C,D,C,C,C,C,B,B,C,D,B,A,C,C,C,C,7,30
20260679,D,C,A,C,C,A,A,B,B,C,C,D,D,A,B,A,A,A,A,A,B,A,A,C,A,B,B,A,C,A,13,30
10274305,B,B,A,A,B,B,B,B,A,B,A,B,A,A,C,C,A,B,A,B,B,B,B,B,B,C,B,A,B,B,8,30
10008765,A,C,A,A,A,A,A,A,C,C,D,D,B,B,A,A,B,B,A,B,A,B,D,A,C,A,A,D,A,C,15,30
20405175,D,C,A,A,B,A,A,A,D,C,C,B,B,B,B,A,B,B,A,B,B,D,C,C,B,C,B,C,D,B,16,30
10008548,C,C,A,A,A,C,B,A,B,C,A,A,C,A,B,B,C,D,A,C,B,C,B,D,B,C,B,B,A,B,7,30
20135664,D,D,A,D,C,C,A,A,D,B,C,D,B,B,B,C,C,C,A,B,B,A,C,C,B,C,A,C,D,D,13,30
19985373,B,D,C,A,A,B,B,A,C,A,C,B,B,A,B,A,B,C,A,C,B,D,D,A,C,C,B,A,A,B,9,30
19936169,D,D,A,C,C,A,A,A,B,B,D,D,B,C,A,A,B,D,A,A,C,B,D,D,C,B,B,B,A,C,16,30
20135699,A,D,A,A,A,B,A,B,D,B,C,D,D,B,B,B,B,D,C,B,C,A,B,D,C,B,A,A,C,D,7,30
20135701,B,C,B,B,A,C,D,A,A,C,B,C,B,A,C,A,C,B,A,D,A,D,A,D,C,A,A,C,C,D,8,30
20135710,D,D,A,A,B,A,A,B,B,B,C,D,B,C,A,A,B,B,A,D,C,B,C,C,A,A,D,A,A,C,21,30
20135721,C,C,A,D,D,B,A,A,D,B,C,D,B,B,B,A,A,A,A,C,C,C,C,D,A,C,D,B,D,C,12,30
20260814,A,A,A,A,B,A,A,B,A,A,A,D,D,A,B,B,A,C,A,D,B,A,C,C,A,B,D,A,B,C,11,30
20135735,D,D,C,A,A,A,A,A,C,A,C,A,C,B,B,A,B,A,A,B,C,B,C,C,A,C,D,A,D,C,19,30
10037436,B,D,B,C,B,A,C,C,C,A,C,B,B,B,B,B,B,D,A,C,D,B,C,A,C,B,D,A,A,C,11,30
10180327,D,D,B,C,A,B,B,A,B,B,B,C,B,A,D,A,B,A,A,C,D,C,C,B,C,C,C,C,B,A,11,30
10266557,D,D,B,A,D,A,C,D,A,B,B,A,B,B,D,D,A,B,A,A,C,D,A,B,A,C,C,A,D,C,11,30
10079157,D,D,A,C,C,C,B,A,A,B,B,C,D,B,B,C,B,D,A,C,C,C,B,C,B,B,A,C,A,B,8,30
20135513,D,D,A,A,A,A,A,C,A,A,A,A,A,A,A,B,A,A,A,C,C,A,A,C,B,A,A,A,A,A,10,30
20260628,A,D,A,A,B,C,D,B,B,A,A,A,C,A,B,B,C,A,C,D,A,A,B,C,A,D,A,C,D,B,7,30
20107372,D,D,C,A,B,A,A,A,B,B,C,A,B,B,A,A,B,B,A,D,A,C,D,C,A,C,D,D,B,B,20,30
10085487,A,D,A,A,A,D,C,D,C,A,B,B,B,B,B,D,A,C,A,A,B,A,B,D,B,A,A,A,B,B,6,30
20181459,D,D,B,B,D,D,B,D,C,B,C,A,D,A,B,A,A,A,A,C,C,A,B,B,B,B,A,A,D,D,8,30
19941021,D,C,C,D,B,B,B,D,B,C,B,D,C,C,C,D,B,B,B,C,D,C,A,B,C,C,B,C,C,D,7,30
20135692,B,A,B,C,A,A,A,A,A,A,B,C,B,A,D,C,C,D,A,C,A,A,A,B,A,B,B,A,D,B,8,30
19884819,A,D,D,B,A,A,D,D,A,A,A,B,B,B,C,B,C,B,A,D,D,B,D,B,B,C,B,C,C,B,8,30
20155889,D,D,A,B,B,A,C,C,B,B,B,D,B,B,C,A,B,B,A,C,B,B,B,A,A,A,B,B,C,C,14,30
20398192,D,D,C,B,A,A,A,A,B,A,C,D,B,B,A,C,C,D,A,B,D,B,D,C,A,A,D,C,C,A,16,30
10173779,D,D,A,B,A,A,A,A,B,C,C,D,B,A,A,D,B,B,A,B,C,B,B,C,A,C,A,A,A,C,22,30
10055371,D,D,B,B,B,A,A,A,B,C,C,A,B,C,A,A,B,D,A,C,C,B,C,C,A,C,D,C,B,C,24,30
10053513,C,C,D,B,B,B,C,C,D,A,B,B,C,D,D,C,C,C,A,A,C,B,A,C,B,C,B,C,C,D,5,30
10106405,D,B,A,A,A,A,A,A,C,A,C,D,B,A,A,A,B,D,A,C,A,B,B,C,A,B,D,A,A,C,18,30
20274399,D,D,A,A,A,A,A,B,B,A,D,D,D,A,A,A,A,B,A,A,A,A,A,B,A,C,A,C,A,C,14,30
10054257,D,D,A,A,A,A,A,A,D,A,C,B,A,B,A,B,A,B,A,C,C,A,B,C,A,C,D,C,C,C,15,30
10054729,A,B,A,B,A,A,B,A,A,A,C,B,A,A,B,A,A,A,A,A,B,D,A,B,A,B,A,A,D,A,9,30
10274207,D,C,A,A,A,B,A,C,B,D,A,D,A,B,A,A,B,B,A,C,B,B,C,A,C,A,A,D,C,C,12,30
20274423,A,D,A,A,A,D,A,A,A,C,C,D,B,B,A,A,C,B,A,D,B,B,B,D,B,A,A,C,D,C,13,30
20144121,D,B,B,A,A,C,D,B,B,C,D,A,C,B,A,B,A,D,A,B,B,B,C,C,A,C,A,A,B,D,14,30
20274424,D,D,A,A,A,A,A,A,B,A,D,D,B,A,A,A,B,C,A,D,A,B,C,C,A,C,A,C,D,C,19,30
20175203,D,D,A,A,D,D,A,A,D,A,C,D,B,B,B,A,B,A,A,B,B,A,C,B,A,C,D,B,A,A,15,30
10055058,B,C,C,B,B,C,A,B,B,B,B,B,A,B,C,B,B,A,B,C,C,A,A,B,A,A,A,A,B,B,7,30
20274431,D,D,A,A,A,A,A,C,B,C,C,A,C,B,A,A,A,D,A,B,A,D,C,C,A,C,D,A,B,D,21,30
20110814,B,C,A,C,A,C,A,A,D,A,A,D,B,A,B,C,A,A,A,A,C,A,C,C,B,A,A,A,C,D,8,30
20272151,D,C,D,A,A,C,D,D,A,C,A,A,D,A,C,D,C,C,D,D,D,A,D,D,A,B,A,C,B,B,5,30
20144124,A,D,A,B,A,A,A,C,B,C,C,D,D,A,D,A,C,C,A,B,C,B,B,A,B,B,A,B,C,D,12,30
20274400,B,D,A,A,B,A,D,C,B,A,D,A,B,B,A,C,B,B,A,D,A,A,A,A,A,B,B,A,A,B,13,30
10054518,A,B,B,A,A,A,A,A,B,A,D,A,B,B,A,C,B,B,A,B,B,B,C,C,A,A,D,C,B,B,17,30
10173782,D,D,A,A,D,A,A,A,B,C,C,A,B,B,A,A,B,B,A,B,A,B,C,C,A,C,D,A,D,B,25,30
20144131,B,C,A,C,A,A,B,A,B,A,C,C,C,B,A,A,B,D,A,C,A,B,A,D,A,B,B,C,B,B,13,30
20274441,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,D,C,B,A,B,A,A,9,30
20274444,D,D,D,A,A,C,A,C,C,B,C,D,B,B,A,C,A,D,D,B,A,C,B,C,B,C,D,A,A,C,13,30
10055210,D,D,D,B,B,A,A,A,A,C,B,B,B,C,A,D,B,C,D,B,D,A,C,C,B,A,D,A,B,C,18,30
10055271,D,D,B,A,A,A,A,B,B,C,C,D,C,B,A,A,C,A,A,B,A,D,C,C,A,C,D,A,B,D,19,30
10027459,C,C,A,D,A,D,A,A,A,C,D,D,D,A,A,A,A,D,C,D,B,A,A,B,C,B,A,A,D,B,7,30
10027343,A,A,A,D,A,D,D,C,D,A,D,D,D,A,A,A,C,A,A,A,B,B,A,C,B,C,C,A,C,D,8,30
10026381,D,D,B,A,A,D,B,D,B,A,D,A,B,A,C,A,B,C,A,A,D,B,C,D,C,A,A,A,D,D,11,30
20274395,C,D,B,C,A,A,D,C,C,B,C,C,C,B,C,C,C,A,D,B,A,B,C,C,B,A,A,A,A,A,9,30
20338602,C,B,B,B,A,C,A,C,A,B,B,D,B,B,D,B,A,D,C,D,B,A,B,C,B,B,B,D,B,C,6,30
10054607,D,D,A,A,B,D,A,B,B,B,C,C,C,B,A,A,C,D,A,A,A,C,A,D,C,A,A,A,D,B,11,30
20323492,A,A,A,B,A,A,B,A,A,A,B,A,B,B,A,B,B,B,A,A,A,B,B,B,A,C,B,D,A,B,14,30
10028441,B,B,B,B,A,A,A,A,C,A,B,B,B,A,C,B,B,B,A,B,A,B,B,A,B,A,B,B,B,A,12,30
10027703,C,C,D,D,C,D,D,A,A,B,B,B,A,A,C,C,A,A,C,C,C,A,B,C,A,A,C,D,C,A,4,30
10028727,B,D,A,A,A,A,B,D,B,A,C,A,D,A,A,A,B,D,A,D,A,B,B,C,B,A,A,D,A,C,14,30
10026572,A,D,A,B,A,A,A,A,C,A,D,A,B,A,A,A,B,A,D,C,A,B,D,A,C,B,A,D,D,C,14,30
10028593,D,D,A,B,B,B,C,A,B,A,C,D,B,A,B,A,C,B,B,C,A,A,D,B,C,B,D,D,C,C,13,30
10028378,D,C,D,B,B,B,A,D,A,A,B,B,A,B,D,B,A,B,C,B,B,C,C,D,B,A,B,A,B,C,9,30
10028115,B,B,A,A,B,A,B,D,B,A,D,A,B,B,A,A,B,D,A,D,A,B,C,D,C,A,A,D,D,D,12,30
10026473,D,A,A,A,A,C,D,A,A,B,C,C,D,A,B,C,A,B,D,D,B,A,B,D,B,A,D,D,C,A,6,30
10026856,D,C,B,B,C,A,A,A,A,C,C,A,B,C,A,A,B,D,B,A,C,B,C,B,A,B,A,A,B,C,20,30
10449709,D,B,A,C,A,A,A,C,B,A,B,D,C,A,B,A,B,C,A,C,D,A,A,B,B,A,B,A,A,B,9,30
10027245,B,D,B,A,B,D,B,B,A,A,C,C,C,B,A,B,A,A,B,D,B,A,C,D,D,C,D,C,B,B,7,30
10027433,D,B,A,A,B,C,A,B,C,A,C,A,C,C,A,A,C,D,C,B,D,A,C,D,A,A,A,D,D,B,11,30
20264456,D,D,B,A,A,A,D,C,A,B,A,D,B,B,A,A,B,D,D,B,A,B,C,C,A,C,B,A,D,D,15,30
10105150,A,D,D,A,A,D,D,A,D,B,D,D,D,B,B,B,B,B,A,C,C,B,B,A,A,B,A,C,D,C,8,30
10078740,A,D,D,A,A,B,D,D,B,A,C,C,B,A,A,D,B,C,A,B,A,A,B,C,A,A,B,D,B,C,13,30
20135497,D,D,D,A,A,D,A,A,D,A,C,D,A,A,D,A,D,B,A,C,C,C,A,B,A,D,A,A,D,D,10,30
10074480,B,D,D,D,D,A,C,D,D,D,C,D,D,B,A,A,B,D,A,D,D,B,D,B,A,B,D,C,D,A,10,30
20240604,D,D,A,A,A,A,A,A,B,A,D,C,D,A,A,A,C,D,A,B,A,A,C,C,C,C,A,D,B,D,16,30
20260642,B,C,B,A,C,C,A,B,A,C,A,B,C,C,D,C,B,B,A,D,C,C,C,A,C,C,B,D,A,C,10,30
10081422,C,D,B,A,A,D,D,D,C,B,C,D,B,A,C,A,B,B,A,B,C,B,C,A,A,B,A,D,A,B,11,30
10078741,C,D,C,B,D,C,B,C,A,A,B,B,C,B,B,D,D,C,A,C,B,C,B,D,D,B,A,C,B,D,4,30
20260673,A,B,A,A,A,B,A,A,B,B,C,D,B,B,A,A,B,D,A,A,A,A,B,B,A,A,B,A,D,D,13,30
10078909,B,C,C,B,A,C,A,B,B,C,D,B,B,A,A,A,B,B,A,B,A,B,A,A,A,A,A,D,C,C,15,30
20089524,D,D,A,B,D,A,D,B,B,B,D,D,B,B,A,A,B,A,A,B,A,B,C,C,A,C,D,A,B,B,21,30
10080593,A,D,A,A,A,A,A,A,C,A,D,A,B,B,A,B,B,A,A,B,A,B,C,A,A,A,A,A,D,A,16,30
20323522,A,D,B,A,D,C,D,A,A,C,C,D,B,B,A,A,B,C,A,B,A,B,D,C,A,C,D,A,A,A,17,30
20135601,B,A,A,A,A,A,B,B,A,C,C,D,C,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,C,B,8,30
20342844,A,C,A,B,A,A,A,B,B,A,C,D,C,A,B,A,B,C,A,C,C,A,C,B,B,A,D,A,A,C,13,30
10078934,D,D,C,A,D,A,B,B,D,C,C,A,D,B,D,B,B,D,A,B,A,A,C,C,B,C,D,A,C,C,16,30
20098847,B,C,C,D,A,C,B,D,B,C,A,D,B,B,A,A,B,C,A,C,B,C,A,A,B,C,A,B,C,A,8,30
20098936,B,D,A,B,A,A,C,D,A,A,D,C,C,D,B,C,A,B,A,B,B,B,C,A,A,B,B,C,C,A,10,30
10091592,A,D,A,B,D,A,A,B,C,A,C,B,A,B,B,A,B,B,A,C,A,B,C,D,C,A,D,C,C,C,15,30
10028655,D,C,A,A,B,B,A,B,B,A,C,D,B,A,A,A,B,B,A,D,A,A,B,B,A,B,B,B,A,D,13,30
20110006,C,D,A,B,C,A,A,C,D,A,C,D,D,A,C,D,B,B,D,C,D,B,C,A,A,B,A,D,A,A,12,30
20392139,D,D,A,B,D,A,C,C,B,D,D,B,C,C,A,A,A,D,A,C,B,C,A,C,A,C,A,B,D,A,13,30
10006964,B,B,B,B,A,A,A,A,A,C,A,D,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A,C,A,C,11,30
10094467,D,C,C,B,A,C,A,A,B,C,C,D,C,B,B,A,B,B,A,C,B,A,B,C,B,B,C,B,C,C,13,30
19943261,B,C,B,B,B,A,C,C,B,B,B,B,B,B,C,A,B,B,C,B,B,B,B,C,B,D,B,D,B,B,11,30
20104963,D,D,A,B,C,A,A,B,B,C,C,C,B,C,A,A,D,C,A,B,A,B,C,C,A,C,D,A,B,C,26,30
10105935,A,C,C,A,C,C,A,A,B,B,A,B,A,A,C,D,B,A,C,C,B,B,B,C,B,B,B,B,D,B,7,30
20055703,D,D,A,B,C,A,A,B,B,B,C,D,B,B,A,A,B,C,A,B,A,B,C,C,A,C,D,A,B,C,25,30
19869765,D,C,A,B,B,B,C,A,B,B,C,B,B,A,B,A,B,A,A,B,C,B,B,B,A,B,B,A,D,C,15,30
20293475,A,C,A,A,A,B,A,C,A,A,C,D,D,A,B,A,A,B,A,B,B,B,C,A,A,A,C,C,A,A,10,30
20249861,A,D,A,A,A,A,A,A,A,B,D,A,B,B,A,B,B,B,A,B,A,B,C,D,A,A,D,A,B,C,20,30
20065865,B,D,A,A,A,A,A,B,C,B,D,D,D,A,A,A,C,D,A,A,B,A,D,B,A,B,B,A,A,A,9,30
20305787,D,D,A,A,C,A,A,A,B,C,C,D,B,D,B,A,B,D,A,B,A,B,C,C,A,C,D,A,B,C,25,30
20260659,B,B,A,A,B,A,A,A,B,A,C,D,B,A,B,B,B,D,A,B,A,A,D,B,B,C,B,A,A,C,14,30
10028133,D,D,A,B,C,A,A,A,B,C,C,A,B,C,A,A,B,C,A,B,A,B,C,C,A,C,A,A,B,B,27,30
20260665,A,D,A,B,A,C,C,D,A,C,C,D,A,A,A,A,B,C,A,A,B,A,B,C,B,A,A,B,A,C,11,30
10028029,D,D,B,A,A,D,D,A,B,A,C,D,B,A,A,B,B,B,A,D,B,C,B,B,A,B,A,B,D,D,11,30
10265618,D,D,A,A,D,C,D,D,C,B,C,D,B,C,A,B,B,A,A,A,A,D,B,C,A,C,D,B,B,A,15,30
20249447,A,A,D,C,C,A,C,C,A,C,C,D,D,D,A,A,C,B,C,D,B,A,A,D,A,C,C,C,D,D,9,30
20257038,A,D,A,A,B,A,B,B,A,B,A,D,B,B,B,A,B,C,A,A,B,A,C,D,A,A,A,B,A,C,10,30
19940996,A,D,A,A,A,B,A,C,C,A,D,D,C,A,B,A,A,A,A,A,C,A,A,C,B,C,A,B,D,C,8,30
10029345,D,D,A,B,A,A,A,B,B,A,C,D,A,A,A,A,B,D,A,B,A,A,C,C,B,C,D,A,A,A,19,30
10027579,D,D,A,A,A,A,C,A,B,C,D,B,B,B,B,A,A,D,A,D,D,B,B,B,B,B,D,C,C,D,12,30
20237354,C,C,C,C,A,C,C,B,C,C,C,D,B,C,C,A,B,C,B,C,C,C,C,C,C,C,A,C,C,C,10,30
10028134,C,D,A,C,D,C,A,A,D,B,D,B,D,A,C,C,A,D,A,C,C,A,D,D,A,A,B,B,C,D,6,30
20334590,B,D,A,A,A,A,A,A,B,C,A,D,B,B,D,A,D,D,A,C,B,D,B,C,B,B,A,A,A,C,13,30
20135684,D,D,C,D,D,A,A,A,D,A,A,D,B,B,D,A,A,B,A,A,C,B,C,B,A,B,D,D,A,C,14,30
10202348,A,D,C,A,A,A,D,A,B,B,D,B,D,B,D,A,C,D,A,C,A,C,A,A,A,B,B,A,C,D,9,30
20263271,B,C,A,A,B,A,A,A,A,B,C,D,B,B,A,A,B,D,A,B,A,A,C,B,A,B,C,A,A,C,16,30
