NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26,G2-MAT27,G2-MAT28,G2-MAT29,G2-MAT30
10051033,B,B,B,C,A,C,A,A,A,A,A,B,B,C,C,C,B,B,C,A,C,C,C,B,C,C,C,A,B,A
10348642,B,C,A,C,B,B,C,A,A,A,C,A,B,C,C,B,B,C,C,A,A,B,B,A,C,B,C,A,B,B
10081968,A,B,B,C,C,C,A,A,A,C,B,A,B,A,A,C,C,B,C,C,C,B,C,B,B,C,B,A,A,B
10505066,B,A,A,A,A,C,A,A,A,A,A,A,C,C,A,A,A,A,C,A,B,C,C,A,A,A,B,C,A,C
20168264,C,A,B,A,A,B,A,C,A,B,B,B,B,C,C,A,B,C,A,A,A,A,A,C,B,A,B,B,B,C
10128847,B,C,A,C,A,B,C,C,A,C,A,C,B,C,C,A,B,C,C,A,A,B,B,A,A,B,C,A,B,B
10626359,B,C,A,C,B,B,C,A,A,A,A,C,B,C,C,A,B,C,C,B,A,B,A,A,A,C,C,A,A,A
10332237,B,C,B,B,C,B,A,A,A,A,A,A,B,C,C,B,B,C,C,A,A,B,A,B,B,C,C,C,B,A
10393854,B,B,A,B,B,C,B,B,B,B,B,B,B,B,C,B,B,A,B,C,C,B,B,A,B,B,B,B,B,B
20248795,B,B,B,C,B,B,C,A,A,C,B,C,B,B,C,B,B,C,B,A,B,B,C,C,A,C,B,A,B,B
10496538,C,A,A,C,C,C,B,B,B,A,A,A,C,C,C,A,C,C,A,A,B,C,A,C,C,C,A,B,B,A
20169243,A,C,A,B,B,A,B,A,A,B,A,A,B,C,C,B,B,A,C,A,A,B,B,A,C,C,C,A,B,C
10081086,B,C,C,C,B,B,C,A,A,B,C,A,B,C,C,B,B,C,C,C,A,B,C,B,C,C,C,C,C,C
10640665,A,C,B,B,B,C,B,C,B,B,A,A,A,C,C,A,A,B,A,B,B,C,A,C,C,C,A,A,C,C
10109882,B,A,B,B,B,C,B,A,A,B,B,B,B,A,C,A,B,B,B,C,C,A,B,A,C,A,B,B,A,B
10504763,B,A,A,A,B,B,B,A,A,B,B,A,A,C,C,B,B,A,C,B,A,B,A,A,C,C,C,A,B,A
10675731,B,A,A,C,A,C,A,A,A,B,B,C,B,C,C,B,B,B,B,A,B,B,A,A,C,A,A,C,B,A
10668648,B,A,A,C,A,C,A,B,A,B,A,A,B,B,C,B,B,A,B,A,B,B,A,B,A,A,A,A,A,C
10284145,A,C,A,A,C,B,C,A,A,A,A,A,B,C,C,B,B,A,C,A,A,B,C,B,C,C,C,C,B,A
10509318,B,A,A,C,B,B,A,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10496833,B,A,A,B,C,B,C,B,A,C,B,B,B,A,C,B,B,C,B,A,A,A,B,B,C,C,A,B,B,A
10139263,B,C,B,C,B,B,B,A,A,A,A,A,B,C,C,A,B,B,C,C,A,B,B,B,A,C,C,A,B,A
10397719,B,C,B,C,B,A,A,A,A,B,A,C,A,C,C,B,C,C,A,C,A,B,B,A,A,A,C,C,A,A
10379660,A,C,C,B,B,C,C,C,C,B,B,C,C,C,C,C,C,B,C,B,B,C,C,C,C,A,C,B,C,A
10351568,B,C,B,C,B,B,C,A,A,A,B,A,B,B,C,B,A,C,B,A,A,B,A,B,C,A,C,C,B,B
10399220,B,B,A,C,B,B,B,A,A,A,B,A,B,C,C,B,B,C,C,B,C,C,C,A,C,C,B,A,C,B
10544148,B,B,C,C,B,B,B,A,A,A,B,A,B,C,C,A,B,C,C,B,A,B,A,A,C,C,C,A,B,B
10097316,B,C,C,C,B,B,C,B,A,A,B,A,B,C,C,C,B,C,C,B,A,B,C,A,C,C,C,C,B,B
10131636,B,B,A,C,B,B,C,A,A,C,A,A,B,C,C,B,B,C,C,A,B,B,C,A,C,C,C,A,B,B
10406692,B,A,A,C,B,B,C,B,A,A,B,A,B,C,C,B,B,C,C,B,C,B,C,A,C,C,A,A,B,B
10406680,B,A,A,C,B,B,C,B,A,A,B,A,B,C,C,B,B,C,C,C,C,B,C,A,C,C,C,A,B,B
10078774,A,C,A,C,B,B,A,A,A,C,A,A,B,C,C,C,A,C,C,A,A,B,A,B,B,C,B,C,B,A
10175654,B,B,A,C,B,A,C,C,A,B,B,A,A,C,C,A,A,C,C,A,A,B,B,A,C,C,C,C,B,B
10537108,B,A,A,C,B,B,B,B,A,A,B,A,B,C,C,B,B,C,C,B,C,B,C,A,C,C,C,A,B,B
10105599,B,A,C,B,C,B,C,A,A,A,B,A,B,A,C,B,B,C,B,B,B,B,C,A,C,C,C,B,B,B
10131540,B,A,A,C,B,B,C,B,A,A,B,A,B,C,C,B,B,C,C,B,C,B,C,B,B,C,C,A,B,B
10099087,A,A,C,C,A,C,A,A,A,A,B,A,B,C,C,C,B,B,C,B,A,B,A,A,C,A,B,A,B,A
10100640,B,A,C,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,B,C,B,C,A,C,C,C,A,B,B
10423822,B,B,B,C,A,C,B,C,B,B,B,C,B,B,B,A,B,B,B,A,C,B,A,C,C,C,B,C,A,B
10393830,B,A,A,C,B,A,A,A,A,B,A,A,B,A,C,B,B,A,C,A,C,B,A,B,C,B,A,A,B,A
10228426,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,B,C,A,A,B,A,A,C,C,C,A,B,B
20193052,A,B,A,A,B,B,B,C,A,B,A,B,B,C,C,B,B,A,B,A,A,C,A,B,C,C,C,A,B,C
10149614,B,C,A,C,B,A,A,A,A,A,A,B,B,C,C,B,B,A,C,A,A,B,A,B,A,C,C,A,B,A
10393923,B,C,A,B,C,B,A,A,A,C,A,B,B,C,C,B,C,A,B,A,B,C,A,B,B,B,B,A,B,A
10476796,A,B,C,B,B,C,B,B,A,A,A,B,A,A,C,A,B,B,C,C,A,A,B,B,B,A,A,A,B,A
10393962,B,C,B,C,B,C,C,A,A,A,A,B,C,C,C,B,B,C,C,A,A,B,B,A,C,C,C,C,B,B
10531252,B,C,B,C,B,A,B,C,A,A,C,C,A,A,A,C,A,C,A,A,C,A,B,A,B,A,C,B,A,C
10150027,B,A,C,B,C,B,A,C,A,A,B,C,A,C,C,C,A,B,C,A,C,A,C,C,B,A,B,C,A,A
10663756,B,C,C,B,B,B,C,A,A,A,C,A,B,C,C,B,B,C,C,B,A,B,C,B,A,A,C,A,B,B
10118995,A,A,A,B,A,C,A,A,A,C,A,C,B,C,C,A,C,A,A,A,A,C,A,B,A,A,A,C,A,A
10393845,B,C,B,C,B,A,B,C,A,B,C,A,B,A,C,B,B,C,A,A,A,B,B,A,B,A,A,C,B,B
10393919,B,C,A,B,A,B,C,C,A,A,A,C,B,B,C,B,C,A,C,A,A,B,A,B,C,B,C,C,B,A
10327209,B,A,A,C,B,A,C,C,A,B,C,C,C,B,C,A,B,C,C,B,A,C,C,C,B,B,B,B,B,B
10160003,B,A,C,A,A,C,B,A,A,A,A,A,B,A,A,A,A,A,A,B,C,A,A,C,A,A,C,C,C,A
10470216,B,A,A,A,A,B,A,A,A,C,B,B,B,B,C,A,A,C,C,A,A,B,A,B,C,C,C,A,B,A
10200314,B,C,A,C,B,B,C,A,A,A,C,A,B,C,C,B,B,B,C,B,A,B,C,A,C,C,C,A,B,B
10332596,B,A,B,A,A,B,A,B,A,A,B,A,B,A,C,B,B,B,C,A,C,B,B,B,B,A,A,A,B,A
10663545,B,C,A,A,B,B,A,A,A,A,A,C,B,B,C,A,B,C,C,A,A,C,B,C,C,A,B,C,A,A
10687101,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,C,B,A,B,A,A,B,B
10197653,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,C,A,C,B,C,A,B,B
10185157,B,A,A,A,B,A,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,B,C,A,B,B
10136404,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,B,C,A,B,B
10124467,B,A,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10342583,B,C,B,A,C,A,B,A,A,C,B,A,B,A,C,A,A,C,A,A,A,B,A,B,B,C,C,A,B,C
10131747,B,B,B,A,B,B,A,B,A,A,B,B,A,B,C,B,B,C,B,B,A,B,A,C,B,C,C,B,B,B
10132569,B,C,A,A,B,B,B,A,A,A,B,B,B,B,C,B,B,B,B,A,A,B,B,B,B,A,B,C,B,A
10131827,B,A,A,C,A,B,C,A,A,C,B,A,B,C,C,B,B,C,C,A,A,B,A,A,C,C,C,C,B,B
10107156,B,A,A,A,B,B,C,A,A,A,B,A,B,C,C,B,A,C,C,B,A,B,A,B,C,C,C,A,B,B
10083456,B,C,A,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,A,A,B,C,A,A,B,A,B,B,B
10131936,B,C,A,B,B,B,C,A,A,C,B,B,B,B,C,B,B,A,A,B,A,B,C,B,A,B,C,C,B,A
10131972,A,A,A,C,A,A,A,B,A,A,A,B,B,A,C,A,A,A,C,A,A,A,A,B,A,A,A,A,A,C
10343865,B,C,A,C,C,B,C,A,A,A,B,A,B,C,C,B,B,C,C,A,A,B,A,A,C,C,C,A,B,A
10111882,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,C,B,C,C,B,A,B,A,A,C,C,C,B,B,B
10142777,B,B,B,A,A,A,C,A,A,B,A,C,B,B,C,B,B,B,B,A,A,B,A,B,C,C,B,C,A,A
10112073,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,A,A,B,B
10135687,B,A,A,C,A,B,B,B,A,C,A,C,B,B,C,A,B,C,C,B,C,B,A,C,A,B,B,C,B,B
10164222,B,C,C,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,B,B,C,B,A,A,C,C,C,A,B,B
10132251,B,C,A,A,B,C,C,A,A,B,A,C,B,B,C,B,B,B,B,A,A,B,A,C,C,B,C,C,B,C
10134555,A,A,A,A,A,A,B,B,A,A,A,B,B,B,C,C,A,B,A,B,A,B,A,B,C,A,A,A,B,A
10132335,B,C,A,C,B,B,C,A,A,B,C,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,B,A,B,B
10133126,B,C,A,A,B,A,C,A,A,C,A,A,B,C,C,B,B,C,C,B,A,B,A,B,C,C,C,A,B,B
10125473,B,A,C,A,C,B,C,A,A,B,C,B,A,B,C,B,B,B,B,A,C,A,A,B,A,C,C,C,B,A
10131672,B,B,B,B,B,B,B,A,B,B,B,C,A,A,C,C,A,A,B,A,A,B,B,A,B,C,C,B,A,C
10132687,B,A,C,B,A,B,A,A,A,C,A,A,B,B,C,B,A,B,C,C,B,B,B,C,B,B,B,C,B,C
10372453,A,B,B,B,A,B,C,C,B,A,A,B,B,C,C,B,A,C,A,A,C,B,B,B,A,C,B,B,B,A
10132779,B,B,A,C,A,B,A,A,A,A,B,A,B,B,C,B,B,C,B,B,A,C,A,B,C,C,C,C,B,B
10106017,B,C,A,C,B,A,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,A,C,C,A,B,B
10132147,B,A,A,B,A,B,C,A,A,B,B,B,B,C,C,B,B,A,C,B,A,B,A,A,C,C,A,A,B,A
10134663,B,A,B,B,A,B,C,A,A,C,A,B,B,B,C,B,A,A,C,A,C,A,A,B,C,B,C,A,A,A
10106187,B,C,A,B,B,B,C,A,B,B,A,A,A,B,C,A,A,B,A,A,A,B,C,B,B,B,C,A,C,A
10132952,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,C,A,C,C,C,A,B,B
10318418,B,A,B,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,C,A,C,A,C,A,B,B
10062974,B,C,A,A,B,B,C,A,A,A,B,A,B,A,C,B,B,C,C,A,A,B,C,B,C,C,C,B,B,B
10133034,A,A,B,A,C,B,B,A,B,A,A,B,B,A,C,A,A,B,B,A,A,B,B,C,C,C,A,C,A,A
20297903,B,C,C,C,A,B,C,A,A,B,B,A,B,C,C,B,B,C,C,C,A,B,C,A,C,A,A,C,B,B
10125995,B,C,A,A,B,B,C,A,A,A,A,B,B,B,C,B,B,C,A,B,A,B,C,A,C,C,C,C,B,A
10016142,B,B,A,C,C,C,A,B,B,A,C,B,C,C,C,C,C,B,B,C,A,C,A,C,B,A,B,B,B,C
10013245,A,A,C,C,A,A,B,C,B,B,B,B,B,B,C,B,A,C,A,B,C,C,A,B,B,C,B,C,C,C
10134795,A,A,B,C,A,C,A,A,A,B,A,A,A,B,C,C,B,C,B,A,C,B,A,A,B,C,A,C,A,C
10106627,B,C,A,A,B,C,B,A,A,B,B,C,B,A,C,C,B,C,A,A,A,B,B,C,A,C,C,C,B,A
10105954,B,A,A,C,A,B,C,A,A,A,B,B,B,B,C,B,B,C,B,A,A,B,C,B,C,C,B,C,B,B
10132523,B,B,B,C,C,C,B,B,A,C,A,A,A,A,C,C,B,A,A,A,A,B,A,B,C,C,A,B,A,C
10131709,C,C,B,C,B,C,A,C,A,C,A,A,B,B,C,A,B,B,A,B,C,B,C,B,B,C,C,C,B,B
10131784,B,A,A,A,B,B,C,A,A,A,C,A,B,B,C,B,B,C,C,B,A,B,B,A,C,B,C,A,B,B
10132606,B,C,A,A,B,B,C,A,A,A,A,A,B,C,C,B,B,C,C,B,A,B,C,B,C,C,C,A,B,B
10114679,B,A,A,A,C,B,C,A,A,A,A,B,B,C,C,A,B,C,B,A,A,B,C,A,C,C,C,C,B,B
10064811,C,A,A,A,B,B,B,A,A,B,C,B,B,B,C,A,B,B,B,A,C,B,A,B,A,A,B,B,B,A
10184931,B,C,C,C,B,C,C,A,A,C,A,A,B,B,C,C,B,C,C,B,A,B,B,A,C,A,B,B,B,A
10132634,B,C,B,A,B,B,B,A,A,A,C,A,B,A,C,B,B,C,C,A,B,B,B,A,A,C,A,A,B,B
10065107,C,B,B,A,B,B,A,A,A,C,A,C,A,B,C,B,B,C,A,A,A,A,A,B,A,A,A,B,B,A
10132714,B,A,A,B,A,B,C,B,A,C,B,A,A,A,C,A,B,C,B,C,C,B,A,B,A,B,B,A,C,B
10063557,B,A,A,C,A,B,C,A,A,A,B,A,B,C,C,B,B,C,A,A,A,B,B,A,A,A,C,B,B,B
10132009,B,A,C,C,A,B,C,A,A,A,B,A,B,B,C,B,B,C,B,B,C,B,A,A,C,B,C,A,B,B
10132043,B,C,A,C,B,B,A,A,A,C,B,A,B,B,C,B,B,C,B,A,A,B,A,A,C,B,C,C,B,B
10152483,B,A,A,A,A,B,C,B,A,B,A,B,A,A,C,B,B,B,A,A,A,B,B,B,B,B,C,B,B,B
10132073,B,A,B,C,A,B,C,A,A,B,B,A,B,A,C,B,B,C,B,A,A,B,A,A,C,C,C,C,B,B
20111421,B,A,A,B,B,B,B,A,A,A,B,B,B,C,C,B,C,B,C,A,C,C,A,C,C,A,A,B,A,B
10132108,B,C,A,C,B,B,C,A,A,B,B,A,B,B,C,B,B,B,B,A,A,B,A,A,B,C,C,A,B,B
10132860,B,C,A,C,B,B,C,A,A,C,A,A,B,B,C,B,B,C,B,A,A,B,A,A,B,B,C,C,B,B
10167646,B,B,A,B,B,A,C,A,A,B,A,A,B,C,C,B,B,C,B,B,C,B,C,C,A,C,C,B,B,B
10136511,B,C,B,A,C,B,C,A,A,C,A,C,C,C,C,C,B,C,B,B,B,B,A,C,C,B,C,B,B,B
10359652,B,C,C,A,B,B,C,A,A,A,A,A,B,C,C,B,B,C,C,C,A,B,C,B,C,B,A,A,B,B
10098323,B,A,C,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,A,A,B,B
10096929,B,A,B,C,B,B,A,A,A,A,B,A,B,C,C,B,B,C,C,A,A,B,A,B,C,A,C,A,B,B
10359698,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10116444,B,C,A,C,B,B,B,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10063206,A,A,A,C,B,A,A,A,A,A,B,C,B,B,C,B,B,C,B,A,C,A,A,A,C,C,B,A,B,B
10102854,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,B,B,C,A,C,A,C,A,B,B
10048793,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,A,A,B,C,A,C,C,C,A,B,B
10048244,B,A,B,A,B,B,A,A,A,A,B,A,B,A,C,C,B,A,C,A,A,B,C,B,B,A,B,A,B,A
10401735,B,B,B,C,C,C,B,C,A,B,B,B,B,C,C,C,A,B,C,C,C,A,A,B,C,C,C,C,C,B
10293938,B,A,A,A,B,B,B,A,A,A,B,B,B,B,C,B,B,C,C,C,A,B,B,A,A,B,B,C,B,B
10485736,B,C,A,A,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10049595,B,C,C,A,A,B,A,A,A,B,B,B,A,A,C,B,B,C,C,A,A,A,B,A,A,A,C,B,B,A
10361410,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
20333167,C,C,A,C,A,B,C,A,A,C,A,C,B,B,C,B,B,A,C,B,A,B,B,A,C,A,C,A,A,C
10049873,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,C,A,C,C,B,A,B,B
10179774,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,B,A,B,B
10049813,B,C,A,C,B,B,C,A,A,B,C,A,B,B,C,B,B,C,B,A,A,B,A,B,C,C,A,A,B,B
10143076,B,C,A,C,B,B,C,A,A,A,B,A,B,A,C,B,B,C,C,B,A,B,A,A,C,C,C,A,B,B
10048969,B,A,A,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10048114,B,C,A,A,A,A,C,A,A,C,A,A,B,A,C,B,B,A,B,B,B,B,B,A,A,A,C,B,B,B
10068456,B,C,C,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10405457,B,A,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,B,A,C,C,A,A,B,B
20313887,B,C,B,C,C,B,B,C,B,B,B,C,B,B,C,C,B,C,B,A,C,C,A,B,B,B,C,C,B,C
10068565,B,C,A,A,B,B,B,A,A,A,A,A,B,A,C,A,A,A,C,C,C,C,A,B,C,A,B,C,B,A
20170798,B,C,C,A,B,B,C,A,A,A,A,A,B,C,C,B,A,C,C,C,A,B,B,B,C,A,A,A,B,B
10041616,B,A,A,B,B,C,C,A,A,A,C,B,B,B,C,B,B,B,B,A,A,B,A,B,C,C,C,C,B,A
10179692,B,C,A,A,B,A,C,A,A,A,B,A,B,C,C,B,B,C,C,A,A,B,A,B,B,C,A,A,B,B
10107633,B,A,B,C,B,B,C,A,A,A,B,A,B,B,C,C,B,C,C,A,A,B,C,B,C,C,B,A,B,A
10041924,B,B,A,B,B,B,B,A,A,B,A,C,C,C,C,A,B,C,B,C,A,B,C,B,A,A,C,C,B,B
10152353,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10311168,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,C,A,C,C,C,B,B,B
10068946,B,A,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,C,B,A,B,C,C,B,A,B,B
10396428,B,C,B,A,B,A,C,A,A,A,A,A,B,A,C,C,B,A,C,A,A,B,A,B,C,C,B,A,B,A
10029179,B,A,B,C,B,B,C,A,A,B,B,A,B,B,C,B,B,C,C,C,B,B,C,A,C,C,C,A,B,B
10040303,B,A,B,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,C,A,B,A,A,C,C,C,C,B,A
10042373,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,B,A,A,B
20374919,B,C,A,C,C,A,C,A,A,A,A,C,B,B,C,B,B,C,B,B,B,B,C,C,C,C,C,B,B,A
10068195,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10068387,B,C,A,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10042435,B,A,A,C,B,B,C,A,A,A,B,A,B,A,C,B,B,C,C,B,A,B,C,A,C,C,C,A,C,B
10136747,B,A,A,C,A,C,B,A,A,C,A,A,B,C,C,C,B,C,C,A,A,B,A,B,B,B,C,A,B,A
10068364,B,A,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,C,A,B,B
10106818,C,C,A,B,A,C,C,A,A,A,A,A,B,A,C,B,C,B,C,A,A,B,A,A,A,C,C,A,B,A
10041326,B,A,A,A,B,B,A,A,A,A,C,A,B,A,C,B,B,C,C,B,A,A,A,B,C,A,C,A,B,B
10062042,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10331474,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,B,C,B,A,B,C,B,C,C,C,A,B,B
10135559,B,C,A,A,B,B,C,A,A,C,B,A,B,B,C,B,B,C,C,A,A,B,C,A,C,C,C,A,B,A
10970509,B,C,A,A,B,B,C,A,A,B,A,A,B,B,C,C,B,C,A,C,A,C,B,B,B,B,A,C,B,B
10332055,A,A,C,B,B,C,A,B,A,B,B,B,C,B,C,A,C,A,C,B,C,C,C,B,C,C,B,B,A,A
20297444,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10041166,B,A,A,B,C,B,C,A,A,A,B,A,B,A,C,B,B,C,C,B,A,B,A,B,C,C,C,A,B,B
10627049,B,A,A,C,B,B,A,A,A,A,B,A,B,C,C,B,B,C,C,A,A,B,A,A,B,C,C,A,B,B
10069449,B,C,A,C,B,B,C,A,A,A,C,A,B,C,C,B,B,C,C,B,C,B,C,A,C,C,C,A,B,B
10078564,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,C,A,B,A
10558778,B,C,A,C,B,B,C,A,A,A,C,A,B,C,C,B,B,C,C,C,A,B,A,A,C,B,A,A,B,B
10043230,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10068676,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10063745,B,C,A,C,B,B,C,A,A,A,B,A,B,B,C,C,B,C,C,B,A,B,A,A,A,A,B,A,B,B
10198281,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10067814,B,C,C,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,A,A,B,B
10971379,B,C,A,C,B,B,C,A,A,B,B,A,B,C,C,B,B,C,C,C,A,B,B,A,C,C,C,A,B,B
10042514,B,C,A,C,B,B,C,A,A,A,C,A,B,C,C,B,B,C,C,C,A,B,B,A,A,C,C,A,B,C
10069145,A,B,A,C,B,B,A,A,A,A,A,A,A,C,C,C,B,C,C,B,A,B,C,A,C,B,C,A,A,A
10128448,B,C,B,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,C,A,A,B
10042803,B,C,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,A,A,B,A,B,C,C,B,A,B,B
10331507,B,C,C,A,B,B,C,A,A,B,B,B,B,B,C,B,B,C,C,A,A,B,A,A,C,C,C,C,B,B
10117903,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10404886,B,C,A,C,A,B,C,A,A,A,B,B,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,C,B,B
10215016,B,C,A,C,B,C,C,A,A,A,B,A,A,C,C,B,B,C,C,B,A,B,A,A,C,A,C,C,B,B
10091330,B,A,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,A,C,C,A,B,B
10040584,B,A,A,C,C,B,C,A,A,A,A,A,B,C,C,B,B,A,C,C,A,B,C,A,C,A,A,A,B,A
10179734,B,C,B,C,C,B,C,B,A,A,B,A,B,B,C,B,B,C,C,A,B,B,A,B,C,C,B,A,B,A
10092039,B,C,A,C,C,B,A,A,A,A,A,A,A,C,C,B,B,C,A,A,C,B,A,A,C,C,C,C,B,A
10193787,C,B,C,C,B,C,B,C,A,C,B,C,C,A,A,C,B,C,C,A,B,B,C,C,B,C,A,C,C,B
10116023,B,C,C,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,C,A,A,C,A,C,C,B,B
10041857,B,C,B,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,C,A,B,B
10091038,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10083760,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,C,A,B,B
10331513,B,A,A,A,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10405071,B,A,B,C,B,B,C,A,A,A,B,A,B,C,C,B,B,B,C,A,A,B,A,B,C,B,C,C,B,A
10105102,B,B,A,A,A,B,C,A,A,A,B,A,B,C,C,C,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10131633,B,C,A,C,B,B,A,A,A,A,A,A,B,A,C,B,B,C,C,B,A,B,C,A,C,C,A,A,B,B
20247009,B,C,B,B,C,C,B,C,C,C,A,C,B,C,C,C,B,C,B,B,C,B,B,B,C,C,B,B,B,C
10633373,C,C,B,A,A,C,C,A,A,C,B,B,C,A,C,B,B,C,A,B,A,A,A,B,C,B,C,A,B,C
10066320,B,A,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,B
10064412,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,A,A,C,C,A,A,B,B
10168508,B,C,A,C,B,B,C,A,A,A,B,A,B,C,C,B,C,C,C,B,A,B,A,A,C,C,C,A,B,B
10016289,B,C,C,C,B,B,C,A,A,A,B,A,B,C,C,B,B,C,C,B,A,B,C,A,C,C,C,A,B,A
10107844,B,C,A,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,C,A,C,C,A,A,B,B
10065648,B,C,A,C,A,A,A,A,A,B,B,A,B,A,C,B,B,C,C,A,A,B,A,B,C,B,C,A,A,B
10291454,B,C,A,B,C,B,C,B,A,A,B,A,B,C,C,B,B,A,C,A,A,B,A,A,C,C,C,B,B,A
10113079,B,C,A,C,B,B,C,A,A,A,B,A,B,B,C,B,B,C,C,B,A,B,C,A,C,C,A,A,B,B
