NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18
10331803,B,C,C,C,A,A,C,A,A,B,A,A,C,A,A,A,A,B
10462601,B,B,C,C,A,C,C,C,B,C,A,C,B,A,A,C,B,A
10582454,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,A,B,A
10334561,B,B,C,C,A,A,C,A,B,C,A,A,B,A,A,A,B,A
10503259,B,C,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10357676,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,B,B,C
10493869,B,B,C,C,A,B,C,A,A,C,B,A,B,A,A,C,C,A
10490291,B,B,C,C,A,B,C,A,B,C,A,C,B,C,A,A,B,A
10484524,B,B,C,C,B,A,C,A,B,C,B,C,B,B,A,A,B,A
10368902,B,B,C,C,A,A,C,A,B,C,A,A,B,A,A,C,B,A
10513173,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10312610,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10404252,B,B,C,C,A,B,C,A,C,C,A,C,C,B,C,A,C,A
10308841,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
20335864,B,C,C,C,B,B,C,A,B,B,A,C,A,A,B,B,A,C
20026130,B,B,C,C,A,C,C,A,B,C,A,C,B,C,A,C,B,A
10300627,B,B,C,C,A,B,C,A,B,C,B,C,B,B,A,A,B,A
10481859,B,B,C,C,A,C,C,A,B,C,A,C,A,B,A,B,B,A
10284664,B,A,C,C,A,A,C,B,B,B,A,A,B,A,A,A,C,C
10062456,B,B,C,C,A,C,C,A,B,C,B,C,B,B,A,C,B,C
10310081,B,B,C,C,A,B,C,B,B,A,B,C,B,B,A,C,B,A
10481931,B,B,C,C,A,A,C,A,C,C,A,C,B,A,A,C,B,A
10331192,B,B,C,C,A,A,C,A,B,A,A,C,C,B,A,C,B,C
10401638,B,B,C,A,A,A,C,A,C,C,B,C,B,B,A,C,B,C
10310158,B,C,C,C,A,C,C,C,A,B,A,A,B,A,C,B,A,B
10284566,A,B,A,C,B,A,B,A,A,A,A,A,A,A,A,A,A,A
10335087,B,B,C,B,B,A,C,A,A,C,B,C,B,A,A,B,A,A
10525532,B,B,A,A,A,A,C,A,A,B,B,A,B,A,A,A,A,A
10182232,B,A,C,B,A,B,C,A,B,C,A,C,B,B,A,A,B,C
10331220,B,B,C,C,A,A,C,A,B,C,B,A,B,B,A,C,B,A
10482126,B,B,C,C,A,B,C,A,B,C,A,A,B,B,A,C,B,A
10310046,B,B,C,A,B,B,C,A,B,C,A,C,B,B,A,C,B,A
10611705,B,B,C,C,A,C,C,A,C,B,A,C,B,B,A,A,B,A
10175605,B,B,A,A,A,A,C,A,A,B,A,A,B,A,A,A,B,A
10589130,B,A,C,C,A,A,A,A,A,A,A,A,B,B,A,C,B,A
10282320,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10357648,B,B,C,C,A,A,C,A,C,A,A,A,B,B,B,C,C,A
10593416,B,B,C,C,A,A,C,A,A,C,B,A,A,B,A,C,A,C
10464798,B,C,C,C,C,B,C,A,C,C,A,C,B,A,A,C,B,A
10406231,B,B,C,C,A,A,C,A,C,C,A,A,B,B,A,C,B,A
10246833,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10281476,A,B,C,C,A,B,C,A,C,C,A,C,B,A,A,C,B,A
10239383,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,B,A
10291597,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10425461,B,B,C,C,A,B,C,C,B,C,A,C,B,C,A,C,B,C
10392857,B,B,C,C,A,B,C,A,B,B,A,C,B,A,A,C,B,A
10464916,B,A,C,A,A,B,C,A,B,A,A,C,B,A,A,C,C,A
10374484,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10380448,B,C,C,C,B,C,C,A,B,C,A,C,B,B,A,C,B,A
10406269,B,B,C,C,A,B,C,A,B,B,B,C,B,B,A,A,B,A
10241705,C,A,A,A,A,A,A,A,A,C,B,A,A,A,C,A,A,B
10407284,B,B,C,A,A,A,C,A,B,A,A,A,B,B,A,C,B,A
10404246,B,A,C,C,A,B,C,A,B,C,A,C,B,B,B,C,B,A
10335740,B,B,C,C,A,A,C,A,C,C,A,C,B,B,A,A,B,A
10407250,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10153864,B,B,C,B,B,C,C,A,C,C,A,C,A,C,C,A,C,C
10377164,B,B,C,C,A,B,C,A,A,C,B,A,B,A,A,C,B,A
10410739,B,B,C,C,A,B,C,A,C,C,A,C,B,A,A,A,B,A
10410756,C,C,A,C,B,A,C,A,C,C,C,A,C,C,B,B,A,B
10357568,B,B,C,B,A,A,A,A,B,B,C,C,B,B,A,B,C,A
10402695,B,B,C,C,A,B,C,A,B,C,A,A,B,B,A,C,B,A
10538699,B,B,C,C,A,A,C,A,A,A,A,A,B,A,A,C,B,A
10496848,B,B,C,C,A,B,C,A,B,B,A,C,C,C,A,B,A,C
10374136,B,B,C,C,C,B,C,A,B,C,A,C,B,B,A,C,B,A
10404250,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10410723,B,C,C,C,A,B,C,A,B,C,A,C,C,B,A,C,B,A
10404321,B,C,C,C,A,B,C,C,B,C,A,B,B,B,A,C,B,A
10287183,A,B,C,C,A,B,C,A,C,C,A,C,B,A,A,C,B,A
10472837,B,B,C,C,A,B,C,A,B,C,B,A,B,B,A,A,A,A
10390450,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10374190,B,A,C,C,A,B,C,A,B,C,A,B,B,B,A,C,B,A
10659204,B,B,C,C,A,B,C,A,A,C,B,A,B,A,A,C,C,C
10537272,B,B,C,C,A,B,C,A,C,C,A,C,B,A,A,A,B,A
10402780,B,B,C,C,A,A,C,A,B,C,A,A,B,A,A,B,B,A
10285758,B,A,C,C,B,B,C,A,B,C,B,A,B,B,A,C,B,A
10377634,B,B,C,C,B,B,C,A,B,C,A,C,B,B,A,A,B,A
10283220,B,B,C,C,A,A,C,A,B,B,A,C,B,B,A,C,B,A
10461192,B,B,C,C,A,B,C,A,B,B,C,A,B,B,C,A,A,A
10292423,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,A,B,A
10336319,B,B,C,C,A,B,C,A,C,C,A,C,B,B,C,A,C,B
10679586,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10410747,B,B,C,A,A,C,C,A,B,C,B,C,B,A,A,A,B,A
10340792,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10407238,B,B,C,C,A,A,C,A,B,C,A,A,B,A,A,C,B,A
10282418,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10414956,B,B,C,B,C,A,C,A,B,C,A,C,B,B,A,A,B,C
10403399,B,C,C,B,A,B,A,C,C,C,B,A,C,A,C,C,A,A
10491353,B,B,C,C,A,B,C,A,A,C,A,C,B,B,A,C,B,C
10126146,B,B,C,C,C,B,C,A,A,C,A,B,A,B,A,A,A,A
10354353,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,A,B,C
10354395,B,B,C,C,A,B,C,A,B,B,B,C,B,A,A,C,B,A
10354427,B,B,C,C,A,C,C,A,A,C,A,C,B,B,A,C,B,A
20302966,C,A,A,C,C,B,C,A,A,C,B,C,B,A,C,B,A,A
10354494,B,B,C,C,A,B,C,A,B,C,A,C,B,A,B,C,B,B
10354588,B,B,C,C,A,A,C,A,C,C,A,A,B,B,A,C,B,C
10281477,B,B,C,C,A,B,C,C,C,C,A,C,B,B,A,C,C,A
10374971,B,B,C,C,A,A,C,A,C,C,A,C,B,B,A,C,B,C
10400409,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10020839,C,A,C,B,C,C,C,A,B,A,A,C,B,B,A,C,B,A
10405849,B,B,C,C,A,B,C,A,B,C,A,A,B,B,A,A,C,A
10482690,B,C,B,A,A,B,C,C,B,C,A,C,B,A,C,C,C,B
10154956,B,B,A,C,A,B,C,C,C,C,B,A,B,B,C,C,B,A
10492501,A,B,C,C,A,B,C,C,B,B,A,A,A,B,A,B,C,C
10668890,B,C,C,B,A,A,A,A,B,B,B,B,C,B,B,B,A,A
10354778,B,B,C,C,A,A,C,A,B,C,A,A,B,A,A,C,B,A
10357549,B,C,C,C,A,A,C,B,B,C,A,C,A,A,A,C,A,A
10400129,B,B,C,A,A,B,C,A,B,A,A,C,B,B,A,C,B,A
10470159,B,B,C,C,A,B,C,A,B,C,A,A,B,B,A,B,B,A
10607189,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,C,B,A
10365366,B,A,C,A,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10136183,B,A,A,C,A,B,C,A,C,C,A,C,B,B,C,B,A,B
10357606,B,B,C,C,A,A,C,A,B,A,A,B,B,B,A,A,B,A
10357651,B,B,C,C,A,C,C,A,B,C,A,A,B,B,A,A,B,A
10357538,B,B,C,C,A,A,A,A,C,C,C,C,B,B,A,C,A,A
10105955,B,B,C,C,B,B,C,A,B,C,A,C,B,B,A,A,A,A
10357751,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10410733,B,B,C,A,B,A,C,A,B,C,A,A,B,A,A,C,B,A
10042455,A,A,B,C,C,C,A,C,B,A,C,A,A,A,C,B,A,C
10365220,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,B,A
10281903,B,B,C,C,B,B,C,A,B,A,C,A,A,B,A,C,B,A
10400179,B,B,C,C,A,A,C,A,B,B,A,C,B,C,A,A,C,A
10358122,B,B,C,C,C,B,C,A,B,C,A,C,B,B,A,A,C,A
10346921,B,B,C,C,A,C,C,A,B,C,A,C,B,B,A,C,B,A
10358946,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10259061,B,A,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10365279,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10365314,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,C,B,A
10009954,C,B,B,A,A,A,B,A,A,C,B,A,A,A,C,B,A,C
10463838,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,A,B,A
10401485,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10408820,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10363113,B,B,C,C,A,B,C,A,C,B,A,A,B,C,B,A,B,B
10361164,B,B,C,C,C,A,C,A,B,C,A,C,B,C,A,A,A,A
10365379,B,B,C,A,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10361882,B,B,C,C,A,C,C,A,B,B,A,C,B,B,A,C,B,A
10363193,B,B,C,C,A,B,C,A,B,B,C,A,C,C,A,A,B,A
10533275,A,C,B,B,A,C,C,A,B,C,B,A,B,B,A,A,C,C
10364863,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,B,A
10365474,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10604102,B,B,C,C,B,B,C,A,B,B,A,C,B,A,B,C,B,A
10544138,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,A,A
10647898,B,B,C,C,A,B,C,A,B,C,A,A,B,A,A,C,B,A
10365023,B,B,C,C,C,B,C,A,B,C,A,C,B,B,A,C,B,A
10487418,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10363428,B,B,C,C,A,A,C,A,C,C,A,C,C,B,A,C,B,A
10550226,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10346641,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10462517,B,C,C,C,B,B,C,A,A,A,A,C,B,A,C,C,A,B
10178194,B,C,C,C,A,A,C,A,A,A,A,A,B,A,B,A,A,B
10341559,B,A,A,B,A,A,A,A,A,C,A,A,C,A,A,C,B,A
10458533,B,A,A,C,A,C,C,B,A,A,A,A,A,A,A,A,A,A
10601743,B,A,A,A,A,A,C,A,A,C,A,A,B,A,A,C,B,C
10655083,B,B,C,C,A,B,C,B,B,A,B,B,C,A,B,C,C,A
10350595,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10312675,B,B,C,C,C,B,C,A,A,C,A,C,B,B,A,C,B,B
10241721,B,B,C,C,A,A,C,A,B,B,A,C,B,A,A,C,C,C
10386213,B,B,C,C,A,C,C,A,B,B,A,C,B,A,A,C,B,C
10335747,B,B,C,C,A,B,C,A,C,A,A,C,B,B,A,C,B,A
10365380,B,B,C,C,A,A,C,A,B,C,A,B,B,A,A,C,B,A
10669760,B,B,C,C,A,A,C,A,B,A,A,C,B,B,A,C,B,A
10695695,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10532174,B,B,C,C,A,A,C,A,C,C,A,C,B,A,A,C,B,A
10374368,B,B,B,A,C,A,B,A,A,C,A,A,A,B,A,A,A,B
10669887,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10528711,B,B,C,A,A,B,C,A,B,B,A,C,B,A,A,A,B,A
10631217,B,A,C,B,B,B,C,A,A,A,B,B,B,A,C,B,A,C
10359986,B,A,C,C,A,B,C,B,A,B,A,A,B,A,A,A,C,B
10470279,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10423684,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10215252,B,B,C,C,C,B,C,A,B,C,A,C,B,B,A,C,C,A
10312724,B,A,C,C,B,B,C,A,A,C,A,A,C,A,A,B,A,A
10085364,B,A,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10411702,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10334157,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10532507,B,A,C,C,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10064198,B,C,B,B,B,B,C,B,A,B,B,A,B,C,B,B,C,B
10775836,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,C
10439942,C,A,B,C,A,B,A,B,A,A,C,C,C,B,B,A,C,A
10464726,B,B,C,C,A,A,C,A,B,C,A,A,B,A,A,C,B,A
10464667,B,B,C,C,A,B,C,A,B,B,A,C,C,B,A,C,B,C
10580106,B,B,C,A,A,A,A,B,C,C,C,B,B,C,B,A,A,B
10464500,B,B,C,C,A,B,C,C,B,C,A,C,C,A,B,C,A,B
10285526,B,B,C,C,B,B,C,A,A,B,A,A,B,B,A,A,B,A
10359021,B,B,C,C,A,B,C,A,A,C,C,C,B,A,A,B,B,A
10580159,B,B,C,C,A,B,C,A,B,B,B,B,B,B,A,C,B,A
10283625,B,B,C,C,B,A,C,A,A,C,A,A,B,B,A,A,B,A
10281769,B,B,C,B,C,B,C,A,C,C,A,C,C,A,A,C,B,A
10586314,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10079955,B,A,B,A,A,B,A,A,B,B,B,C,B,A,A,C,B,A
10529434,B,B,B,A,A,C,C,A,B,C,A,C,B,A,A,C,B,A
10281773,B,B,C,C,A,B,C,A,B,C,A,A,B,A,B,A,A,B
10359554,B,B,C,C,A,A,C,A,A,C,A,A,B,B,A,A,B,A
10580142,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,A,B,C
10464688,B,B,C,C,B,B,C,A,C,B,B,A,B,A,A,A,C,A
10770985,B,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,C,C
10761420,B,B,C,C,A,B,B,A,C,C,A,B,C,A,A,C,A,C
10464159,B,A,A,C,A,B,C,A,B,B,B,C,B,B,A,A,A,B
10489664,B,B,C,C,A,B,C,A,B,A,A,C,B,A,A,C,B,A
10281770,B,B,C,B,B,B,C,A,A,C,B,A,B,B,A,C,B,A
10580197,B,B,C,C,A,B,C,B,C,C,A,A,C,C,A,B,A,B
20018598,B,B,C,C,B,C,C,A,B,C,A,A,B,C,A,C,B,A
10283639,C,C,C,C,A,A,C,B,A,C,B,C,B,C,A,C,B,B
10770133,B,B,C,C,A,B,C,A,B,C,A,C,B,A,C,A,B,C
10579153,B,B,C,C,A,A,C,A,B,C,A,B,B,A,C,A,B,A
10617556,B,B,C,A,A,C,C,C,A,C,A,A,C,A,C,C,B,A
10422387,B,A,C,C,B,B,C,A,B,A,C,C,B,A,C,A,C,A
10617540,B,B,C,C,A,C,C,A,C,A,B,C,C,A,B,C,A,C
10422402,B,A,C,C,C,C,C,A,C,B,A,C,B,A,A,A,B,A
10422404,B,A,C,C,A,C,C,B,B,B,B,A,B,A,A,C,B,A
10761983,B,B,C,B,A,A,A,B,C,C,A,B,A,B,A,B,C,A
10001263,B,B,C,C,A,B,C,A,A,C,A,A,A,B,A,C,B,A
10503545,C,B,C,B,B,A,A,B,C,C,B,A,A,C,B,C,A,B
10322173,B,B,A,C,A,A,A,C,A,B,A,B,A,C,C,B,B,A
10422780,B,A,B,C,A,A,C,C,C,B,B,A,B,A,B,C,B,B
10478841,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,C
10478683,B,A,C,C,A,A,C,C,C,C,A,A,C,C,C,C,B,A
10422787,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,A,B,A
10478686,B,B,C,A,A,C,C,A,B,C,B,C,B,B,A,C,B,A
10580343,C,C,C,C,B,B,C,B,B,A,B,A,B,B,A,B,B,A
10355679,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,A,A
10422834,B,B,C,C,C,B,C,A,B,C,B,C,B,B,B,B,A,B
10478773,B,B,C,A,B,A,C,C,C,C,A,B,C,B,C,C,B,A
10478657,B,B,C,C,A,B,C,A,B,B,B,C,B,C,A,C,B,A
10422836,B,A,B,A,A,B,C,C,B,B,C,A,A,A,A,C,B,B
10422838,B,B,C,C,A,C,C,A,A,B,B,A,C,C,C,C,B,A
10617565,B,B,C,C,A,B,C,A,B,B,B,C,B,A,A,A,B,A
10762389,B,C,A,C,A,A,C,A,C,C,C,C,B,A,C,B,C,A
10541417,B,B,C,C,A,A,B,A,B,B,C,B,C,B,B,C,B,A
10478697,B,B,C,C,B,B,B,A,A,A,A,A,B,B,A,C,B,A
10784902,B,B,C,B,A,A,A,A,C,B,C,B,C,A,A,C,C,A
10422841,B,B,C,C,A,C,C,A,C,C,A,C,B,B,A,C,B,A
10508746,B,B,C,A,A,B,C,A,B,A,A,C,B,B,A,C,B,A
10490701,B,B,A,C,A,C,C,A,B,C,A,C,B,C,C,C,A,A
10613100,C,B,B,C,C,A,A,C,A,B,C,C,C,A,A,B,A,A
10609821,A,A,B,C,C,B,C,A,B,A,A,A,C,B,B,A,A,B
10311649,B,C,A,C,B,A,C,A,B,A,B,C,A,A,B,B,C,C
10052503,B,B,C,C,A,A,C,A,B,C,A,C,B,A,C,C,A,B
10612751,B,C,B,A,A,B,C,B,C,C,C,B,B,A,B,B,B,A
10050809,A,A,A,A,A,A,A,B,A,C,C,C,A,C,B,B,A,B
10471906,C,B,C,C,B,B,C,A,C,A,A,B,B,A,B,B,A,A
10497019,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,A,B,A
10474779,B,B,C,C,A,C,B,A,B,A,A,C,A,B,A,A,C,C
10496947,B,B,B,B,B,B,C,A,B,C,A,C,A,B,B,C,B,A
10511920,C,B,B,B,A,A,C,A,B,B,A,A,B,A,A,A,B,A
10613947,B,B,C,A,C,A,C,A,B,C,A,A,C,C,C,C,A,A
10613228,C,C,B,A,A,B,C,A,A,C,B,A,C,A,B,B,A,C
10520915,B,C,B,B,A,C,B,A,B,C,C,A,B,A,C,B,B,B
10497035,A,B,B,B,A,B,A,A,A,C,A,A,B,A,A,A,A,B
10610112,B,B,C,C,A,B,C,C,C,C,A,C,C,A,A,B,A,A
10740311,A,C,B,B,A,A,A,B,A,C,C,C,A,B,A,C,A,B
10520989,B,B,C,C,A,B,C,C,C,A,A,C,C,C,C,C,C,A
10628219,B,B,C,C,A,B,C,A,B,C,A,C,A,B,A,B,A,A
10301584,B,B,C,C,A,C,C,A,B,A,A,C,A,B,A,A,C,A
10311164,B,A,B,A,A,C,B,C,A,A,A,B,A,C,C,A,B,B
10610223,B,B,C,B,A,B,C,A,B,C,A,C,C,B,A,B,A,A
10653448,B,B,C,C,A,A,C,B,A,C,A,A,B,B,A,B,B,C
10613170,B,B,B,B,B,B,C,A,B,C,A,C,C,A,A,A,A,A
20403458,C,C,C,C,A,B,C,C,B,C,A,A,C,A,B,C,C,B
10610171,B,B,A,B,C,B,A,B,A,B,C,B,C,C,B,B,B,B
10774213,B,B,C,A,A,B,C,A,A,A,A,A,B,B,A,B,B,A
10612807,B,C,C,C,B,B,C,A,B,C,A,C,C,B,A,A,B,A
10497002,B,B,C,C,B,C,C,A,B,B,A,A,B,B,A,B,B,B
10667797,B,A,C,A,A,B,A,B,B,B,A,B,B,A,C,C,C,B
10624645,C,C,B,B,B,A,A,A,B,A,B,A,B,A,B,B,A,B
10612951,B,B,C,C,C,B,C,A,B,B,A,A,B,B,A,C,B,C
10740444,B,B,C,C,C,A,C,C,C,A,A,A,B,C,A,A,B,A
10613014,A,C,C,C,B,B,C,A,B,A,A,A,B,B,C,B,C,A
10774108,A,B,C,A,A,C,C,C,A,C,A,A,B,A,A,A,B,A
10638310,B,B,B,B,A,B,C,A,A,A,A,C,C,B,B,B,A,A
10606466,A,A,B,C,B,B,B,B,B,A,C,B,B,A,A,C,C,A
10612778,B,B,C,C,A,A,C,C,A,C,A,A,B,A,A,A,B,A
10407352,B,A,B,A,B,B,C,B,A,B,B,A,A,A,B,A,B,A
10520919,B,B,C,A,A,A,C,A,A,C,A,A,B,A,A,B,A,A
10637322,B,A,B,A,A,B,A,B,A,C,B,B,C,A,C,A,B,B
10637189,B,A,C,C,B,B,A,A,B,C,A,A,C,C,B,A,B,C
10636772,B,A,B,B,C,A,B,A,A,C,B,B,B,B,B,C,B,A
20235881,A,B,B,A,A,A,B,B,C,A,C,A,A,B,C,A,A,C
10422390,B,C,C,C,B,B,C,C,C,A,A,A,C,A,C,C,A,C
10637365,C,B,C,A,C,A,A,A,C,A,C,B,A,C,A,A,A,A
10636848,B,B,A,B,B,A,B,A,B,A,A,A,A,A,A,A,B,A
10636827,B,A,A,A,A,A,A,B,A,A,C,A,A,A,A,C,A,A
10175521,C,B,A,B,B,C,A,A,B,B,C,B,B,B,B,B,A,C
10314964,A,A,A,C,B,A,B,C,A,C,B,C,A,B,A,B,A,C
10293349,B,B,C,B,A,B,B,A,B,C,C,C,B,A,C,A,A,C
10657031,B,B,B,B,A,A,B,C,B,C,A,C,C,B,C,B,C,A
10637227,B,C,C,A,A,A,A,C,C,C,A,A,B,A,B,B,A,C
10637258,B,B,C,C,B,B,C,A,B,B,B,A,B,B,A,A,B,A
10636751,B,B,B,B,A,B,B,A,B,C,A,A,A,B,A,A,B,B
10663419,C,A,B,C,B,B,B,A,B,C,B,A,A,C,B,C,B,B
10532248,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,A,B,A
10636709,C,B,A,C,A,B,C,A,C,C,B,B,B,C,B,B,B,B
10450768,B,B,B,C,B,C,B,B,C,C,B,C,B,C,C,C,C,C
10159918,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,A,A
10637244,B,A,B,C,A,A,C,A,B,B,B,A,B,A,A,B,B,B
10636722,B,C,C,C,A,C,B,A,B,C,B,A,B,A,C,A,B,C
10637344,C,B,B,B,B,A,C,A,C,A,A,A,C,C,A,C,A,B
10637272,B,B,B,C,B,C,A,A,C,B,A,A,A,B,A,A,B,B
10637208,B,C,C,B,A,A,C,B,C,C,A,C,B,B,A,C,B,C
10636787,B,A,A,B,A,A,A,A,B,B,B,C,C,A,B,C,C,C
10636866,B,A,A,A,A,A,A,A,B,A,C,A,A,C,B,B,A,A
10502024,B,B,C,A,A,B,C,B,B,C,A,C,C,B,B,A,B,A
10611042,B,B,A,B,A,C,C,A,B,B,B,A,A,B,B,A,B,B
10502068,C,B,A,B,A,B,A,A,A,B,A,B,B,B,A,C,B,C
10614971,B,C,A,C,B,C,B,A,B,B,C,A,C,B,A,A,C,A
10502054,B,C,C,C,A,B,C,C,B,C,A,C,B,B,A,A,B,C
10608693,B,C,C,C,B,B,C,A,B,C,A,A,B,C,A,B,C,B
10640597,C,B,B,B,B,B,C,A,B,B,B,B,B,B,A,A,B,C
10610722,B,B,B,C,A,A,A,A,A,A,C,C,A,A,B,C,B,A
10502039,A,A,A,B,A,B,C,B,C,C,A,C,B,B,A,C,C,C
10120978,B,B,C,B,A,B,C,A,C,A,A,C,A,B,A,C,B,A
10610678,B,B,C,C,B,A,C,A,B,B,B,B,B,B,C,B,B,A
10615121,C,A,B,A,B,A,C,B,A,B,A,A,C,B,B,B,A,A
10615494,B,B,C,C,A,A,A,B,C,A,A,B,B,C,C,A,C,A
10078678,C,B,A,C,B,A,C,A,A,A,B,A,B,A,A,C,C,A
10615665,B,A,B,A,C,B,A,C,A,C,A,B,C,A,A,A,C,B
10487991,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,B,B,A
10634709,B,C,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,A
10634753,C,B,C,C,B,B,C,A,B,C,A,C,B,B,A,B,B,A
10634750,B,B,B,C,A,B,C,A,C,C,B,C,B,B,A,C,B,A
10488044,B,B,C,C,A,A,C,A,C,C,A,A,B,B,A,C,B,A
10499214,B,C,C,C,A,B,C,A,C,A,A,A,B,A,A,C,B,A
10486220,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10393027,C,A,C,B,B,B,C,A,C,A,B,C,B,A,C,A,A,A
10393036,B,B,C,A,A,B,A,B,B,C,C,A,C,B,C,C,A,A
10499217,B,C,C,B,B,A,C,A,B,C,A,A,B,C,C,C,A,A
10393049,B,B,C,C,B,A,C,A,B,C,A,A,B,B,A,A,B,A
10321982,C,A,C,A,B,B,B,B,A,C,C,B,A,C,A,B,A,C
10422352,C,A,C,B,B,B,A,A,B,C,A,B,A,A,A,B,B,C
10577958,C,A,C,A,A,B,C,A,A,C,A,C,B,A,A,B,B,A
10577932,B,B,C,A,A,B,C,A,A,C,A,A,B,B,A,B,B,A
10357694,A,C,B,A,B,A,C,C,B,B,B,C,C,C,A,C,A,B
10342585,B,C,C,C,A,A,A,A,C,C,C,C,C,A,C,C,C,B
10578066,B,B,C,B,B,A,C,A,B,C,A,C,B,B,A,C,B,A
10503571,B,A,A,A,B,A,A,A,A,A,A,A,A,A,C,B,A,B
10477961,B,B,C,C,A,B,C,C,B,B,A,C,B,B,A,C,B,A
10604961,B,B,B,C,A,A,C,A,B,C,B,C,B,A,A,B,A,C
10493234,B,B,B,C,A,A,C,A,B,C,A,C,B,A,A,A,C,C
10578037,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,A
10610847,B,C,C,C,A,B,C,A,A,C,B,C,B,A,A,C,B,A
10722092,A,C,C,A,B,B,C,A,B,C,A,B,B,A,A,C,B,A
10477467,B,B,C,A,B,A,C,B,A,C,A,A,A,B,A,C,B,C
10617127,B,B,C,C,A,C,C,A,B,C,A,C,B,A,A,A,B,A
10724122,A,A,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,A
10426465,B,C,C,C,B,A,C,A,A,A,A,A,A,A,A,B,B,A
10247777,B,A,A,A,B,A,C,A,A,A,A,A,B,A,B,A,A,B
10575554,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,C
