NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18
10459872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
10527601,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1
10459434,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1
10517179,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
10055945,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1
10399378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
10496008,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
10305357,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
10579209,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
10789079,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
10474645,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
10494580,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1
10472424,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0
10532131,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
10339362,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
20059912,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
10730965,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
10286949,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
10526049,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
10429584,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
10724111,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
10591460,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
10607423,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
10794454,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
10529611,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
10286957,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1
10346869,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
10286916,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
10459791,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
10091948,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
10723790,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
10459701,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
10112975,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
10613248,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
10472485,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1
10269645,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10461522,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
10460878,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1
10593138,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
10286892,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
10340500,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1
10050003,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
10550808,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
10336353,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
10593650,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
20214925,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
10594718,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
10481679,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1
10287368,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
10651763,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
10465664,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
10458512,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
10286898,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1
10394092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
10481427,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
10680864,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1
10011243,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
10355590,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
10520102,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
10460112,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
10286941,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1
10651800,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0
10340367,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1
10355607,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1
10486982,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
10286915,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1
10200769,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10725576,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1
10419589,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
10462352,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
10620582,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1
10287351,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
10217362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10652122,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1
10407811,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0
10287330,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
10460677,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
10389623,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
10502949,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10459489,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
10575518,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0
10339543,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0
10286928,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
10835711,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
10651935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
10606298,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
10340411,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
10366325,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1
10320447,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1
10651976,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1
10286889,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
10460266,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
10286926,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1
10336252,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10476915,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
10576025,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1
10460031,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10620504,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1
10722020,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0
10336494,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0
10090697,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
10286879,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10472455,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1
10407855,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1
10469203,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1
10286902,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1
10297280,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
10311554,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
10652146,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1
10459740,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10308705,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
10359661,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10054076,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
10287323,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1
10460747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
10287352,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
10216019,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1
10286922,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
10458478,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10494600,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
10069508,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1
10666065,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1
10287346,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
10620435,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
10591122,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
10652112,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
10296571,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
10591141,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1
10652245,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
10286883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
10469443,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
10286888,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
10620556,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1
10408923,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
10724271,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
10574231,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
10472445,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
10286978,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0
10286906,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
10463738,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0
10472114,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1
10472130,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1
10290458,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1
10286947,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1
10723897,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1
10494652,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0
10286920,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
10472477,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1
10616972,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
10603187,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1
10105698,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10606165,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1
10453813,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1
10605830,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
10609842,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
10295564,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1
10301326,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0
10603634,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
10324052,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
10500376,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1
10618669,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10470107,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
10487103,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0
10803966,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
10175435,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0
10472484,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0
10467223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
10487080,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
20315740,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
10487430,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
10489004,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0
10618812,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
10619154,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
10488978,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
10725690,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
10470392,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10470321,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1
10726216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10160105,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1
10721618,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
10615878,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0
10500366,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
10619040,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1
10466456,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0
10602726,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0
10652665,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
10489010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10721326,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0
20367587,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
10488989,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
10511998,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
10512012,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1
10619109,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
10618982,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
10466481,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
10465133,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0
10721506,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
10619071,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
10307857,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0
10628273,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1
10282043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10480146,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
10608643,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
10480019,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
10608589,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
10310007,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
10464820,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1
10239886,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1
10281982,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
10492749,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1
10387244,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10320389,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10351880,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
10574505,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
10503155,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
10351935,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
10495863,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
10387203,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
20382590,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1
10503102,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
10442206,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10535716,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1
10291647,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
10490697,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
10342819,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
10487474,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
10497771,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
10487557,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
10356877,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1
10519937,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
10356891,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
10687299,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
10687281,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
10687186,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
10519914,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
10514947,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
10519924,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10519683,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
10834317,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
10687304,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0
10594826,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
10729079,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1
10596854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10349686,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
10045163,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
10579237,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
10239908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
10455988,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10626027,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
10625997,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
10233024,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
10594797,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
10599143,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1
10291694,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
10531794,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
10497732,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1
10456139,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10733668,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
10743664,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
10579279,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1
10596837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10455956,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1
10545554,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
10297243,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1
10604208,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
10465444,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
10540694,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0
10465465,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0
10462781,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0
10469679,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0
10403577,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0
10372365,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
10474598,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1
10372616,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1
10141062,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10723283,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
10692156,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
10114494,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1
10753412,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
10472218,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1
10646030,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
10472244,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1
10135299,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
10675649,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0
10646103,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1
10600387,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
10451626,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1
20281330,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
10451700,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
10597774,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0
10810765,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0
10303226,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
10116474,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
10303141,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0
10303206,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0
10415371,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0
10303171,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
10197175,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
10303114,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
10314739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
10648229,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0
10470482,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1
10775748,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
10026132,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
10635637,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
10635549,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
10797424,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
10762984,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
10646905,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
10635608,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
10625625,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
10627919,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
10174429,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1
10494494,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1
10093317,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1
10757154,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
20369809,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
10757177,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
10305892,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
10494561,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
10749064,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
10456681,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
10456757,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
10075179,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1
10291593,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
10061462,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
10456833,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1
10459253,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
10456729,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
10425374,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1
10685576,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1
10425385,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
10179193,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
20369814,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
10605980,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10605453,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
10701788,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
10550672,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
10605420,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
10603315,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
10774976,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
10606405,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0
10334655,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
10603382,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
10605945,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
10605286,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
